gene	gene_name	transcript_id	pvalue	fdr	rrm_p_interaction	rrm_adj_p_interaction	q_value
ENSG00000130731.17	METTL26	ENST00000397666.6	0.515	0.919844444444444	5.16577748211313e-05	0.00320601708628249	1_50
ENSG00000130731.17	METTL26	ENST00000448973.6	0.404	0.919844444444444	5.16577748211313e-05	0.00320601708628249	1_50
ENSG00000130731.17	METTL26	ENST00000568830.1	0.315	0.919844444444444	5.16577748211313e-05	0.00320601708628249	1_50
ENSG00000130731.17	METTL26	ENST00000614890.4	0.001	0.0355	5.16577748211313e-05	0.00320601708628249	1_50
ENSG00000172016.16	REG3A	ENST00000305165.3	0.524053224155578	0.919844444444444	2.36590317084094e-05	0.0015141780293382	1_50
ENSG00000172016.16	REG3A	ENST00000409839.7	0.500545256270447	0.919844444444444	2.36590317084094e-05	0.0015141780293382	1_50
ENSG00000071243.17	ING3	ENST00000315870.10	0.935	0.97625	0.00010029270992312	0.00611785530531035	1_50
ENSG00000071243.17	ING3	ENST00000339121.9	0.152	0.919844444444444	0.00010029270992312	0.00611785530531035	1_50
ENSG00000071243.17	ING3	ENST00000427726.5	0.583	0.919844444444444	0.00010029270992312	0.00611785530531035	1_50
ENSG00000071243.17	ING3	ENST00000431467.1	0.576	0.919844444444444	0.00010029270992312	0.00611785530531035	1_50
ENSG00000071243.17	ING3	ENST00000445699.5	0.733	0.934639344262295	0.00010029270992312	0.00611785530531035	1_50
ENSG00000071243.17	ING3	ENST00000875858.1	0.208	0.919844444444444	0.00010029270992312	0.00611785530531035	1_50
ENSG00000140274.15	DUOXA2	ENST00000323030.6	0.491675915649279	0.919844444444444	2.65547084217704e-11	1.93849371478924e-09	1_50
ENSG00000140274.15	DUOXA2	ENST00000350243.10	0.581	0.919844444444444	2.65547084217704e-11	1.93849371478924e-09	1_50
ENSG00000183018.10	SPNS2	ENST00000329078.8	0.509528585757272	0.919844444444444	5.08891600997221e-05	0.00320601708628249	1_50
ENSG00000183018.10	SPNS2	ENST00000932033.1	0.713	0.934639344262295	5.08891600997221e-05	0.00320601708628249	1_50
ENSG00000181577.16	LINC03040	ENST00000336600.7	0.996	1	0.000136413149442929	0.00818478896657574	1_50
ENSG00000181577.16	LINC03040	ENST00000439969.3	1	1	0.000136413149442929	0.00818478896657574	1_50
ENSG00000181577.16	LINC03040	ENST00000442114.6	0.375	0.919844444444444	0.000136413149442929	0.00818478896657574	1_50
ENSG00000107562.18	CXCL12	ENST00000343575.11	0.554	0.919844444444444	2.02836607725068e-26	1.54155821871051e-24	1_50
ENSG00000107562.18	CXCL12	ENST00000374426.6	0.719	0.934639344262295	2.02836607725068e-26	1.54155821871051e-24	1_50
ENSG00000107562.18	CXCL12	ENST00000374429.6	0.061	0.721833333333333	2.02836607725068e-26	1.54155821871051e-24	1_50
ENSG00000090989.19	EXOC1	ENST00000346134.11	0.06	0.721833333333333	0.000154650093190646	0.00912435549824812	1_50
ENSG00000090989.19	EXOC1	ENST00000381295.7	0.473	0.919844444444444	0.000154650093190646	0.00912435549824812	1_50
ENSG00000090989.19	EXOC1	ENST00000505501.1	0.704	0.934639344262295	0.000154650093190646	0.00912435549824812	1_50
ENSG00000090989.19	EXOC1	ENST00000511971.5	0.897	0.95055223880597	0.000154650093190646	0.00912435549824812	1_50
ENSG00000090989.19	EXOC1	ENST00000892248.1	0.776	0.934639344262295	0.000154650093190646	0.00912435549824812	1_50
ENSG00000055147.20	FAM114A2	ENST00000351797.9	0.803	0.934639344262295	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000055147.20	FAM114A2	ENST00000518735.1	0.401	0.919844444444444	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000055147.20	FAM114A2	ENST00000518900.1	0.316	0.919844444444444	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000055147.20	FAM114A2	ENST00000519808.5	0.856	0.948818181818182	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000055147.20	FAM114A2	ENST00000522858.5	0.094	0.8875	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000055147.20	FAM114A2	ENST00000907997.1	0.736	0.934639344262295	8.32514111719993e-10	5.99410160438395e-08	1_50
ENSG00000196591.13	HDAC2	ENST00000368632.6	0.359	0.919844444444444	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000196591.13	HDAC2	ENST00000425835.6	0.874	0.948818181818182	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000196591.13	HDAC2	ENST00000519108.5	0.719	0.934639344262295	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000196591.13	HDAC2	ENST00000520746.1	0.179	0.919844444444444	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000196591.13	HDAC2	ENST00000521233.1	0.348	0.919844444444444	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000196591.13	HDAC2	ENST00000916849.1	0.404	0.919844444444444	6.18559513741788e-09	4.32991659619251e-07	1_50
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.472	0.919844444444444	5.95269550122516e-07	4.04783294083311e-05	1_50
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.483	0.919844444444444	5.95269550122516e-07	4.04783294083311e-05	1_50
ENSG00000205268.12	PDE7A	ENST00000396642.7	0.673	0.934639344262295	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000205268.12	PDE7A	ENST00000401827.8	0.741	0.934639344262295	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000205268.12	PDE7A	ENST00000522220.1	0.47	0.919844444444444	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000205268.12	PDE7A	ENST00000523253.1	0.651	0.934639344262295	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000205268.12	PDE7A	ENST00000935328.1	0.126	0.919844444444444	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000205268.12	PDE7A	ENST00000935331.1	0.849	0.948818181818182	5.92661768722929e-06	0.000385230149669904	1_50
ENSG00000154096.15	THY1	ENST00000524970.5	0.766	0.934639344262295	1.44320490116056e-13	1.06797162685882e-11	1_50
ENSG00000154096.15	THY1	ENST00000900758.1	0.793	0.934639344262295	1.44320490116056e-13	1.06797162685882e-11	1_50
ENSG00000154096.15	THY1	ENST00000956364.1	0.325	0.919844444444444	1.44320490116056e-13	1.06797162685882e-11	1_50
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.47	0.919844444444444	1.48762916615637e-14	1.11572187461728e-12	1_50
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.533	0.919844444444444	1.48762916615637e-14	1.11572187461728e-12	1_50
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.416	0.919844444444444	1.48762916615637e-14	1.11572187461728e-12	1_50
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.882	0.948818181818182	1.48762916615637e-14	1.11572187461728e-12	1_50
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.836	0.948818181818182	1.36349348101126e-06	9.13540632277541e-05	1_50
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.79	0.934639344262295	1.36349348101126e-06	9.13540632277541e-05	1_50
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.002	0.0473333333333333	1.36349348101126e-06	9.13540632277541e-05	1_50
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.465	0.919844444444444	1.36349348101126e-06	9.13540632277541e-05	1_50
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.1	0.8875	1.36349348101126e-06	9.13540632277541e-05	1_50
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.548	0.919844444444444	3.04862066556683e-07	2.10354825924111e-05	1_50
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.499	0.919844444444444	3.04862066556683e-07	2.10354825924111e-05	1_50
ENSG00000105173.15	CCNE1	ENST00000262643.8	0.53	0.92726	2.15598167438889e-06	0.000142294790509667	2_00
ENSG00000105173.15	CCNE1	ENST00000357943.9	0.803	0.956754098360656	2.15598167438889e-06	0.000142294790509667	2_00
ENSG00000105173.15	CCNE1	ENST00000574121.1	0.562	0.92726	2.15598167438889e-06	0.000142294790509667	2_00
ENSG00000105173.15	CCNE1	ENST00000586912.1	0.81	0.956754098360656	2.15598167438889e-06	0.000142294790509667	2_00
ENSG00000163611.12	SPICE1	ENST00000295872.8	0.483	0.92726	5.48360161540183e-09	3.8933571469353e-07	2_00
ENSG00000163611.12	SPICE1	ENST00000460832.1	0.908	0.985522388059701	5.48360161540183e-09	3.8933571469353e-07	2_00
ENSG00000163611.12	SPICE1	ENST00000496105.1	0.364	0.92726	5.48360161540183e-09	3.8933571469353e-07	2_00
ENSG00000163611.12	SPICE1	ENST00000496859.1	0.039	0.69225	5.48360161540183e-09	3.8933571469353e-07	2_00
ENSG00000130731.17	METTL26	ENST00000301686.13	1	1	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000130731.17	METTL26	ENST00000338401.8	0.001	0.0355	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000130731.17	METTL26	ENST00000397666.6	0.533	0.92726	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000130731.17	METTL26	ENST00000448973.6	0.427	0.92726	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000130731.17	METTL26	ENST00000568830.1	0.385	0.92726	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000130731.17	METTL26	ENST00000614890.4	0.016	0.378666666666667	5.16577748211313e-05	0.00320601708628249	2_00
ENSG00000172016.16	REG3A	ENST00000305165.3	0.521472392638037	0.92726	2.36590317084094e-05	0.0015141780293382	2_00
ENSG00000172016.16	REG3A	ENST00000409839.7	0.492222222222222	0.92726	2.36590317084094e-05	0.0015141780293382	2_00
ENSG00000071243.17	ING3	ENST00000315870.10	0.755	0.956754098360656	0.00010029270992312	0.00611785530531035	2_00
ENSG00000071243.17	ING3	ENST00000339121.9	0.234	0.92726	0.00010029270992312	0.00611785530531035	2_00
ENSG00000071243.17	ING3	ENST00000427726.5	0.517	0.92726	0.00010029270992312	0.00611785530531035	2_00
ENSG00000071243.17	ING3	ENST00000431467.1	0.751	0.956754098360656	0.00010029270992312	0.00611785530531035	2_00
ENSG00000071243.17	ING3	ENST00000445699.5	0.617	0.92726	0.00010029270992312	0.00611785530531035	2_00
ENSG00000071243.17	ING3	ENST00000875858.1	0.175	0.92726	0.00010029270992312	0.00611785530531035	2_00
ENSG00000140274.15	DUOXA2	ENST00000323030.6	0.522172949002217	0.92726	2.65547084217704e-11	1.93849371478924e-09	2_00
ENSG00000140274.15	DUOXA2	ENST00000350243.10	0.587	0.92726	2.65547084217704e-11	1.93849371478924e-09	2_00
ENSG00000183018.10	SPNS2	ENST00000329078.8	0.527527527527528	0.92726	5.08891600997221e-05	0.00320601708628249	2_00
ENSG00000183018.10	SPNS2	ENST00000932033.1	0.674	0.938313725490196	5.08891600997221e-05	0.00320601708628249	2_00
ENSG00000181577.16	LINC03040	ENST00000336600.7	0.95	0.991911764705882	0.000136413149442929	0.00818478896657574	2_00
ENSG00000181577.16	LINC03040	ENST00000439969.3	0.987	1	0.000136413149442929	0.00818478896657574	2_00
ENSG00000181577.16	LINC03040	ENST00000442114.6	0.544	0.92726	0.000136413149442929	0.00818478896657574	2_00
ENSG00000107562.18	CXCL12	ENST00000343575.11	0.572	0.92726	2.02836607725068e-26	1.54155821871051e-24	2_00
ENSG00000107562.18	CXCL12	ENST00000374426.6	0.696	0.950307692307692	2.02836607725068e-26	1.54155821871051e-24	2_00
ENSG00000107562.18	CXCL12	ENST00000374429.6	0.138	0.92726	2.02836607725068e-26	1.54155821871051e-24	2_00
ENSG00000090989.19	EXOC1	ENST00000346134.11	0.14	0.92726	0.000154650093190646	0.00912435549824812	2_00
ENSG00000090989.19	EXOC1	ENST00000381295.7	0.434	0.92726	0.000154650093190646	0.00912435549824812	2_00
ENSG00000090989.19	EXOC1	ENST00000505501.1	0.653	0.92726	0.000154650093190646	0.00912435549824812	2_00
ENSG00000090989.19	EXOC1	ENST00000511971.5	0.91	0.985522388059701	0.000154650093190646	0.00912435549824812	2_00
ENSG00000090989.19	EXOC1	ENST00000892248.1	0.63	0.92726	0.000154650093190646	0.00912435549824812	2_00
ENSG00000055147.20	FAM114A2	ENST00000351797.9	0.721	0.956754098360656	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000055147.20	FAM114A2	ENST00000518735.1	0.305	0.92726	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000055147.20	FAM114A2	ENST00000518900.1	0.371	0.92726	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000055147.20	FAM114A2	ENST00000519808.5	0.93	0.985522388059701	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000055147.20	FAM114A2	ENST00000522858.5	0.216	0.92726	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000055147.20	FAM114A2	ENST00000907997.1	0.653	0.92726	8.32514111719993e-10	5.99410160438395e-08	2_00
ENSG00000196591.13	HDAC2	ENST00000368632.6	0.513	0.92726	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000196591.13	HDAC2	ENST00000425835.6	0.73	0.956754098360656	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000196591.13	HDAC2	ENST00000519108.5	0.581	0.92726	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000196591.13	HDAC2	ENST00000520746.1	0.356	0.92726	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000196591.13	HDAC2	ENST00000521233.1	0.248	0.92726	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000196591.13	HDAC2	ENST00000916849.1	0.466	0.92726	6.18559513741788e-09	4.32991659619251e-07	2_00
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.491	0.92726	5.95269550122516e-07	4.04783294083311e-05	2_00
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.522	0.92726	5.95269550122516e-07	4.04783294083311e-05	2_00
ENSG00000205268.12	PDE7A	ENST00000396642.7	0.622	0.92726	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000205268.12	PDE7A	ENST00000401827.8	0.787	0.956754098360656	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000205268.12	PDE7A	ENST00000522220.1	0.512	0.92726	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000205268.12	PDE7A	ENST00000523253.1	0.771	0.956754098360656	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000205268.12	PDE7A	ENST00000935328.1	0.248	0.92726	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000205268.12	PDE7A	ENST00000935331.1	0.89	0.985522388059701	5.92661768722929e-06	0.000385230149669904	2_00
ENSG00000154096.15	THY1	ENST00000524970.5	0.619	0.92726	1.44320490116056e-13	1.06797162685882e-11	2_00
ENSG00000154096.15	THY1	ENST00000900758.1	0.822	0.956754098360656	1.44320490116056e-13	1.06797162685882e-11	2_00
ENSG00000154096.15	THY1	ENST00000956364.1	0.396	0.92726	1.44320490116056e-13	1.06797162685882e-11	2_00
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.476	0.92726	1.48762916615637e-14	1.11572187461728e-12	2_00
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.522	0.92726	1.48762916615637e-14	1.11572187461728e-12	2_00
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.461	0.92726	1.48762916615637e-14	1.11572187461728e-12	2_00
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.873	0.985522388059701	1.48762916615637e-14	1.11572187461728e-12	2_00
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.928	0.985522388059701	1.36349348101126e-06	9.13540632277541e-05	2_00
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.975	1	1.36349348101126e-06	9.13540632277541e-05	2_00
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.001	0.0355	1.36349348101126e-06	9.13540632277541e-05	2_00
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.493	0.92726	1.36349348101126e-06	9.13540632277541e-05	2_00
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.175	0.92726	1.36349348101126e-06	9.13540632277541e-05	2_00
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.498	0.92726	3.04862066556683e-07	2.10354825924111e-05	2_00
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.483	0.92726	3.04862066556683e-07	2.10354825924111e-05	2_00
