	gene	p_interaction	p_raw	n_observations	n_subjects	n_effective	rho_ar1	test_statistic	effect_size	df_residual	model_converged	slope_diff	arima_transformation	bounded_support_model	family_used	heteroscedasticity_detected	variance_ratio_q	fit_method	shapiro_p_value	residuals_normal	n_residuals_tested	ci_weighted	adj_p_interaction	gene_id	gene_name
15	SNHG10	0.0161835198938282	0.0161835198938282	64	16	15.3232185771477	0.0288806131366322	8.24752369007882	0.709697141294322	58.0563140331975	TRUE	0.0164699063115924	TRUE	FALSE	Gaussian	FALSE	1.24408099788464	mgcv::gamm_arima(1,1,0)	0.000164979534586124	FALSE	64	FALSE	1	ENSG00000247092.10	SNHG10
16	SRP72	0.0170110370398056	0.0170110370398056	64	16	9.58693779725125	0.35	8.14778581590775	0.877216762599197	58.0122521155771	TRUE	0.012027465978689	TRUE	FALSE	Gaussian	FALSE	1.23066994178939	mgcv::gamm_arima(1,1,0)	0.159313420758677	TRUE	64	FALSE	1	ENSG00000174780.18	SRP72
17	LINC03040	0.0412157975880199	0.0412157975880199	64	16	6.43299670833503	0.636015107840243	6.37786731903452	0.279348502766874	59.5525543674889	TRUE	0.00798956557027925	TRUE	FALSE	Gaussian	TRUE	1.25961834375927	mgcv::gamm_arima(1,1,0)	0.00723026090281836	FALSE	64	FALSE	1	ENSG00000181577.16	LINC03040
18	SPNS2	0.0436788335845836	0.0436788335845836	64	16	10.8910117671536	0.261277962930362	6.26178330310336	0.32710963019764	59.1338588132566	TRUE	0.0326636160026333	TRUE	FALSE	Gaussian	TRUE	1.63477907169347	mgcv::gamm_arima(1,1,0)	0.0110441124266469	FALSE	64	FALSE	1	ENSG00000183018.10	SPNS2
19	ENSG00000274322	0.0478072517726451	0.0478072517726451	64	16	9.58693779725125	0.35	6.08115588053369	0.813928931932514	58.0685525123299	TRUE	0.0288493493769524	TRUE	FALSE	Gaussian	FALSE	1.16245714084681	mgcv::gamm_arima(1,1,0)	9.07850714830287e-10	FALSE	64	FALSE	1	ENSG00000274322.1	ENSG00000274322
20	THOC6	0.0671096027251633	0.0671096027251633	64	16	9.58693779725125	0.35	5.40285626917137	0.914026382525044	58.0304586855839	TRUE	0.022887720467844	TRUE	FALSE	Gaussian	FALSE	1.30549882769575	mgcv::gamm_arima(1,1,0)	6.41166204747873e-08	FALSE	64	FALSE	1	ENSG00000131652.15	THOC6
21	HDAC2	0.0837242917104226	0.0837242917104226	64	16	9.73877963401723	0.33900689703931	4.96045224010385	0.34643140399347	58.0480797847426	TRUE	0.012339967673585	TRUE	FALSE	Gaussian	FALSE	4.63084970428485	mgcv::gamm_arima(1,1,0)	1.66112532310886e-05	FALSE	64	FALSE	1	ENSG00000196591.13	HDAC2
22	EXOC1	0.0877642841512556	0.0877642841512556	64	16	8.45241121714859	0.438785395632902	4.86620129506656	0.268722817605073	58.1205137589072	TRUE	0.0148714157468871	TRUE	FALSE	Gaussian	FALSE	4.1458168469371	mgcv::gamm_arima(1,1,0)	0.0380989010521404	FALSE	64	FALSE	1	ENSG00000090989.19	EXOC1
23	RELCH	0.107760085493673	0.107760085493673	64	16	8.43298018647339	0.440419547464438	4.45569590701842	0.196596340360372	58.0304161332997	TRUE	-0.000510764497707797	TRUE	FALSE	Gaussian	TRUE	9.07756852841378	mgcv::gamm_arima(1,1,0)	0.0240729614710787	FALSE	64	FALSE	1	ENSG00000134444.16	RELCH
24	SYNM	0.112353736186089	0.112353736186089	64	16	7.97525149528609	0.480181875157136	4.37220605204175	0.157698204939563	60.0000000006514	TRUE	0.00212660548601344	TRUE	FALSE	Gaussian	FALSE	1.02072291661026	mgcv::gamm_arima(1,1,0)	0.000100351195599648	FALSE	64	FALSE	1	ENSG00000182253.15	SYNM
25	ZNF714	0.11242495135673	0.11242495135673	64	16	12.5857797549001	0.161949689550456	4.37093875799707	0.453474358420586	58.1201718054368	TRUE	-0.0202442252855286	TRUE	FALSE	Gaussian	TRUE	1.60245344064159	mgcv::gamm_arima(1,1,0)	0.0013090294810097	FALSE	64	FALSE	1	ENSG00000160352.17	ZNF714
26	CYP2W1	0.12067854894572	0.12067854894572	64	16	10.392291809435	0.293756712189266	4.22924977749332	0.272463118782929	58.9551899752448	TRUE	0.0334663172753828	TRUE	FALSE	Gaussian	FALSE	1.61248083449867	mgcv::gamm_arima(1,1,0)	0.00113623131975228	FALSE	64	FALSE	1	ENSG00000073067.14	CYP2W1
27	PICALM	0.130773095620235	0.130773095620235	64	16	7.44664691185001	0.529422730102404	4.06858310418625	0.126446723242016	58.0304772366436	TRUE	-0.000851635837093419	TRUE	FALSE	Gaussian	TRUE	7.14773373128087	mgcv::gamm_arima(1,1,0)	0.00868945655985277	FALSE	64	FALSE	1	ENSG00000073921.19	PICALM
28	ZNF493	0.132457309801825	0.132457309801825	64	16	11.9871953510552	0.195269671417213	4.04298975129035	0.509776657293595	58.0428669874233	TRUE	0.000222241048988756	TRUE	FALSE	Gaussian	TRUE	9.76946271799278	mgcv::gamm_arima(1,1,0)	3.88597907863384e-08	FALSE	64	FALSE	1	ENSG00000196268.12	ZNF493
29	TMEM183A	0.139846148891571	0.139846148891571	64	16	7.06657363929054	0.56733675533852	3.93442479427011	0.212067659378327	58.0610814525634	TRUE	-0.0120487709638758	TRUE	FALSE	Gaussian	FALSE	5.87988192973749	mgcv::gamm_arima(1,1,0)	0.537032993399653	TRUE	64	FALSE	1	ENSG00000163444.13	TMEM183A
30	ENSG00000291072	0.152681492320729	0.152681492320729	64	16	10.1645645045269	0.309160583763341	3.75880255395981	0.359803713834593	58.0610959678501	TRUE	0.000841353948649693	TRUE	FALSE	Gaussian	TRUE	2.92649927657936	mgcv::gamm_arima(1,1,0)	0.514379334451482	TRUE	64	FALSE	1	ENSG00000291072.2	ENSG00000291072
31	MCC	0.160295995702096	0.160295995702096	64	16	9.58693779725125	0.35	3.66146639940598	0.93652549378433	58.0338367673193	TRUE	-0.00530730025802964	TRUE	FALSE	Gaussian	FALSE	1.17901510245222	mgcv::gamm_arima(1,1,0)	1.60320871944941e-06	FALSE	64	FALSE	1	ENSG00000171444.19	MCC
32	NSA2	0.185558654499156	0.185558654499156	64	16	15.4095623630807	0.02511830742359	3.36876850030671	0.667118616748463	58.0583493513091	TRUE	-0.00516502771434638	TRUE	FALSE	Gaussian	FALSE	1.87249400682219	mgcv::gamm_arima(1,1,0)	0.00787374764939207	FALSE	64	FALSE	1	ENSG00000164346.11	NSA2
33	TM7SF2	0.193927035783613	0.193927035783613	64	16	9.58693779725125	0.35	3.28054658974384	0.83437339902722	58.05013473711	TRUE	0.000704550398216167	TRUE	FALSE	Gaussian	FALSE	1.11370341505044	mgcv::gamm_arima(1,1,0)	5.5514706955046e-06	FALSE	64	FALSE	1	ENSG00000149809.18	TM7SF2
34	ETFRF1	0.19556200452591	0.19556200452591	64	16	9.58693779725125	0.35	3.26375558228119	0.872906018691122	58.0344125139526	TRUE	-0.0188871085501293	TRUE	FALSE	Gaussian	TRUE	2.61819979996829	mgcv::gamm_arima(1,1,0)	5.58921090412444e-05	FALSE	64	FALSE	1	ENSG00000205707.12	ETFRF1
35	HIGD1A	0.198906069170853	0.198906069170853	64	16	9.58693779725125	0.35	3.22984515981648	0.750025687021674	58.100271712999	TRUE	0.0225655907774002	TRUE	FALSE	Gaussian	TRUE	1.24759678274236	mgcv::gamm_arima(1,1,0)	0.000106349913849225	FALSE	64	FALSE	1	ENSG00000181061.15	HIGD1A
36	FOXJ2	0.201301252609833	0.201301252609833	64	16	11.7761285030458	0.207453266484458	3.20590544750701	0.51151368227886	58.0518031472606	TRUE	-0.00583641349585565	TRUE	FALSE	Gaussian	TRUE	1.64095344317404	mgcv::gamm_arima(1,1,0)	0.323287222596771	TRUE	64	FALSE	1	ENSG00000065970.10	FOXJ2
37	CENPV	0.220888097370914	0.220888097370914	64	16	9.58693779725125	0.35	3.02019810487826	0.848072738204412	58.056951546791	TRUE	0.0110840586456999	TRUE	FALSE	Gaussian	FALSE	2.26931236724006	mgcv::gamm_arima(1,1,0)	0.513053466505351	TRUE	64	FALSE	1	ENSG00000166582.12	CENPV
38	PMEPA1	0.236815770743477	0.236815770743477	64	16	9.58693779725125	0.35	2.88094555753293	0.717317985621261	58.1577325769815	TRUE	0.000720750454955552	TRUE	FALSE	Gaussian	FALSE	1.64103988079161	mgcv::gamm_arima(1,1,0)	8.28133348789099e-07	FALSE	64	FALSE	1	ENSG00000124225.16	PMEPA1
39	CCDC149	0.243118788843136	0.243118788843136	64	16	10.6817035094865	0.274706421586941	2.82841022422105	0.424492251613361	58.1428573768486	TRUE	-0.00186505024027925	TRUE	FALSE	Gaussian	FALSE	1.70179272670057	mgcv::gamm_arima(1,1,0)	0.373494969698287	TRUE	64	FALSE	1	ENSG00000181982.21	CCDC149
40	MCOLN1	0.243441529642604	0.243441529642604	64	16	9.58693779725125	0.35	2.82575697993013	0.83992108102238	58.0585054199112	TRUE	-0.0205259527071174	TRUE	FALSE	Gaussian	FALSE	1.28457998920327	mgcv::gamm_arima(1,1,0)	0.00298826358614322	FALSE	64	FALSE	1	ENSG00000090674.17	MCOLN1
41	IRF3	0.25106746621964	0.25106746621964	64	16	12.7117164409377	0.155159449011406	2.76406717249631	0.531353425733156	58.0908006419014	TRUE	-0.00626441136189238	TRUE	FALSE	Gaussian	FALSE	1.3117929877758	mgcv::gamm_arima(1,1,0)	7.0287658554837e-05	FALSE	64	FALSE	1	ENSG00000126456.17	IRF3
42	PBX2	0.257544832687283	0.257544832687283	64	16	11.8661965605968	0.202225296032062	2.71312293301975	0.384840551237261	58.1733423879062	TRUE	-0.00120787508154189	TRUE	FALSE	Gaussian	FALSE	1.83741476867335	mgcv::gamm_arima(1,1,0)	0.0300930949685508	FALSE	64	FALSE	1	ENSG00000204304.12	PBX2
43	DNAJC24	0.259618056370285	0.259618056370285	64	16	9.58693779725125	0.35	2.69708748397187	0.879520492217614	58.0435205644912	TRUE	-0.00601166825148614	TRUE	FALSE	Gaussian	FALSE	1.86727095767439	mgcv::gamm_arima(1,1,0)	0.000741346967839285	FALSE	64	FALSE	1	ENSG00000170946.16	DNAJC24
44	ANGEL2	0.261397535427658	0.261397535427658	64	16	11.804386685579	0.205808348399552	2.68342581238556	0.516694049066519	58.0266602814925	TRUE	0.00244679045252482	TRUE	FALSE	Gaussian	TRUE	9.52540252261025	mgcv::gamm_arima(1,1,0)	5.77177470998814e-05	FALSE	64	FALSE	1	ENSG00000174606.15	ANGEL2
45	ZFP90	0.264949894588308	0.264949894588308	64	16	8.82237217369836	0.408447524148294	2.65642909579697	0.0735969821532955	58.1906355388579	TRUE	-0.000736527350006635	TRUE	FALSE	Gaussian	FALSE	1.4583346067965	mgcv::gamm_arima(1,1,0)	0.00068337883422521	FALSE	64	FALSE	1	ENSG00000184939.16	ZFP90
46	GDI1	0.274590915651098	0.274590915651098	64	16	9.58693779725125	0.35	2.58494573662188	0.909298716278199	58.0293455140298	TRUE	0.00928599939654441	TRUE	FALSE	Gaussian	FALSE	1.20474789281201	mgcv::gamm_arima(1,1,0)	1.41877765042013e-07	FALSE	64	FALSE	1	ENSG00000203879.13	GDI1
47	NFKBIB	0.275363132228183	0.275363132228183	64	16	14.3557614893316	0.0727046482074763	2.57932914310777	0.576952828129988	58.105521435235	TRUE	0.00526752179037927	TRUE	FALSE	Gaussian	FALSE	2.25730702830122	mgcv::gamm_arima(1,1,0)	1.48164131479752e-06	FALSE	64	FALSE	1	ENSG00000104825.18	NFKBIB
48	VRK2	0.280402788129814	0.280402788129814	64	16	9.58693779725125	0.35	2.54305636093903	0.859321783659041	58.0447231652091	TRUE	0.0109689660275867	TRUE	FALSE	Gaussian	FALSE	1.6547064600034	mgcv::gamm_arima(1,1,0)	0.711227175885378	TRUE	64	FALSE	1	ENSG00000028116.19	VRK2
49	EPB41L4A-AS1	0.297142980593712	0.297142980593712	64	16	10.9638955169861	0.256668195862819	2.42708367976513	0.408073991464225	58.1211669434505	TRUE	0.0165367411663569	TRUE	FALSE	Gaussian	FALSE	1.20509743549091	mgcv::gamm_arima(1,1,0)	0.0282171632540562	FALSE	64	FALSE	1	ENSG00000224032.10	EPB41L4A-AS1
50	USP38	0.309778787799365	0.309778787799365	64	16	8.5107781795775	0.433901843452212	2.3437936479437	0.181404664311563	58.0316095652189	TRUE	0.00346546276867426	TRUE	FALSE	Gaussian	TRUE	10.4495271261946	mgcv::gamm_arima(1,1,0)	4.92175496184221e-06	FALSE	64	FALSE	1	ENSG00000170185.13	USP38
51	SPIRE2	0.35768009133573	0.35768009133573	64	16	9.58693779725125	0.35	2.05623258340091	0.891467623211727	58.0220691059853	TRUE	0.00602791512261142	TRUE	FALSE	Gaussian	FALSE	1.3382849230508	mgcv::gamm_arima(1,1,0)	0.112368350047073	TRUE	64	FALSE	1	ENSG00000204991.12	SPIRE2
52	TLN2	0.365590889249923	0.365590889249923	64	16	7.0923654198463	0.564691425575025	2.01248071941478	0.154457255617368	58.0855652522373	TRUE	-0.00624151872622599	TRUE	FALSE	Gaussian	TRUE	6.26367194510785	mgcv::gamm_arima(1,1,0)	0.805904373758499	TRUE	64	FALSE	1	ENSG00000171914.18	TLN2
53	SH3PXD2A	0.378693043199214	0.378693043199214	64	16	15.7243435091545	0.011596859626127	1.94205862891818	0.689349227185515	58.1240580813576	TRUE	-0.00859656997238754	TRUE	FALSE	Gaussian	FALSE	1.71580542138597	mgcv::gamm_arima(1,1,0)	3.20837451963609e-07	FALSE	64	FALSE	1	ENSG00000107957.17	SH3PXD2A
54	SLC25A16	0.401693881755126	0.401693881755126	64	16	7.53288348776544	0.521125198528907	1.82412993722767	0.0876274928860908	58.1147337747648	TRUE	0.00530343967901133	TRUE	FALSE	Gaussian	TRUE	8.56966342555551	mgcv::gamm_arima(1,1,0)	0.0200685315822598	FALSE	64	FALSE	1	ENSG00000122912.16	SLC25A16
