gene	p_interaction	p_raw	n_observations	n_subjects	n_effective	rho_ar1	test_statistic	effect_size	df_residual	model_converged	slope_diff	arima_transformation	bounded_support_model	family_used	heteroscedasticity_detected	variance_ratio_q	fit_method	shapiro_p_value	residuals_normal	n_residuals_tested	ci_weighted	adj_p_interaction	gene_id	gene_name
33	VRK2	1.31741829584263e-15	1.31741829584263e-15	648	8	3.89016375972434	0.35	68.526204819882	0.206379059434946	640.373847928548	TRUE	0.0742686054403228	TRUE	FALSE	Gaussian	TRUE	2.86462692846614	mgcv::gamm_arima(1,1,0)	3.34872435464692e-07	FALSE	648	FALSE	7.24580062713447e-14	ENSG00000028116.19	VRK2
34	GIPR	1.93505913677631e-15	1.93505913677631e-15	566	8	3.89577754472422	0.35	67.7572770145089	0.000449031317897752	560.35276794023	TRUE	-0.00411105144664166	TRUE	FALSE	Gaussian	FALSE	1	mgcv::gamm_arima(1,1,0)	5.29916695729449e-30	FALSE	566	FALSE	1.0449319338592e-13	ENSG00000010310.10	GIPR
35	HIPK2	2.91070460253355e-13	2.91070460253355e-13	648	8	3.89016375972434	0.35	57.7304220511869	0.172175853528774	640.188938571343	TRUE	0.101777120926791	TRUE	FALSE	Gaussian	TRUE	3.54151658559143	mgcv::gamm_arima(1,1,0)	2.73068247904178e-11	FALSE	648	FALSE	1.54267343934278e-11	ENSG00000064393.17	HIPK2
36	NCF1C	3.19290654268642e-13	3.19290654268642e-13	648	8	3.89016375972434	0.35	57.5453491301114	0.0393612623833922	642.437839976632	TRUE	0.0684038932083355	TRUE	FALSE	Gaussian	TRUE	1.33287486914973	mgcv::gamm_arima(1,1,0)	6.64301945866396e-14	FALSE	648	FALSE	1.66031140219694e-11	ENSG00000296524.1	NCF1C
37	PNRC2	6.31043582466674e-13	6.31043582466674e-13	648	8	3.89016375972434	0.35	56.1828029317385	0.228930335804908	641.217877479454	TRUE	-0.00375047235471074	TRUE	FALSE	Gaussian	TRUE	24.0871155136707	mgcv::gamm_arima(1,1,0)	6.81690049216646e-20	FALSE	648	FALSE	3.21832227058004e-11	ENSG00000189266.14	PNRC2
38	PTGER4	1.33185867005942e-12	1.33185867005942e-12	648	8	3.89016375972434	0.35	54.6888913059975	0.113671795622439	640.233243844481	TRUE	-0.331167375197574	TRUE	FALSE	Gaussian	TRUE	85.2191649197781	mgcv::gamm_arima(1,1,0)	3.59499293569046e-26	FALSE	648	FALSE	6.65929335029708e-11	ENSG00000171522.7	PTGER4
39	TM7SF2	2.98259049221336e-12	2.98259049221336e-12	648	8	3.89016375972434	0.35	53.0764578006765	0.194480860445105	640.21627426362	TRUE	0.102918058375809	TRUE	FALSE	Gaussian	TRUE	1.80933864603476	mgcv::gamm_arima(1,1,0)	3.38563354172985e-11	FALSE	648	FALSE	1.46146934118455e-10	ENSG00000149809.18	TM7SF2
40	GSKIP	1.49302088149713e-11	1.49302088149713e-11	648	8	3.89016375972434	0.35	49.8552690364158	0.170641998011707	640.174670091433	TRUE	0.101166421599762	TRUE	FALSE	Gaussian	TRUE	4.75875171778007	mgcv::gamm_arima(1,1,0)	6.28812520977604e-07	FALSE	648	FALSE	7.16650023118621e-10	ENSG00000100744.16	GSKIP
41	GGH	3.185810576106e-11	3.185810576106e-11	648	8	3.89016375972434	0.35	48.3394585365941	0.150486759223179	640.18720188847	TRUE	0.14907498360001	TRUE	FALSE	Gaussian	TRUE	4.29516605539878	mgcv::gamm_arima(1,1,0)	1.62389008414716e-14	FALSE	648	FALSE	1.49733097076982e-09	ENSG00000137563.14	GGH
42	RRAGC	1.61230639830358e-10	1.61230639830358e-10	648	8	3.89016375972434	0.35	45.0963704610567	0.184062377260891	640.294619469807	TRUE	0.115899746113489	TRUE	FALSE	Gaussian	TRUE	2.00086772843128	mgcv::gamm_arima(1,1,0)	8.74440119429115e-08	FALSE	648	FALSE	7.41660943219647e-09	ENSG00000116954.9	RRAGC
43	ENSG00000291072	1.9499646075465e-10	1.9499646075465e-10	648	8	3.89016375972434	0.35	44.7160794150113	0.00170029183225451	640.296191919258	TRUE	-0.0287632762373675	TRUE	FALSE	Gaussian	TRUE	2.10528263061266	mgcv::gamm_arima(1,1,0)	0.000126656783754679	FALSE	648	FALSE	8.77484073395925e-09	ENSG00000291072.2	ENSG00000291072
