q_0.01	q_0.05	q_0.1	q_0.15	q_0.2	q_0.25	q_0.3	q_0.35	q_0.4	q_0.45	q_0.5	q_0.55	q_0.6	q_0.65	q_0.7	q_0.75	q_0.8	q_0.85	q_0.9	q_0.95	q_1	q_1.05	q_1.1	q_1.15	q_1.2	q_1.25	q_1.3	q_1.35	q_1.4	q_1.45	q_1.5	q_1.55	q_1.6	q_1.65	q_1.7	q_1.75	q_1.8	q_1.85	q_1.9	q_1.95	q_2
DNAJC24	0.00792425966144474	0.00840092470549175	0.00899564189422884	0.00958342486324967	0.0101581210558357	0.010713669670975	0.0112442440015018	0.0117443802071008	0.0122090877962202	0.0126339387168964	0.0130151335963632	0.0133495451598325	0.0136347400845301	0.0138689814445562	0.0140512144641369	0.0141810385498339	0.0142586685706114	0.0142848881649975	0.014260997544477	0.0141887578919517	0.0140703340719706	0.0138390115669399	0.0133236240318329	0.0127848978584026	0.0122271748992653	0.0116548861034708	0.0110724798015931	0.0104843505568705	0.00989477063328283	0.00930782604251324	0.00872735894583827	0.00815691791411719	0.00759971720608572	0.00705860583420319	0.00653604677379732	0.00603410626138142	0.00555445274647921	0.00509836472904765	0.00466674644739788	0.00426015018897347	0.00387880388174601
TLN2	0.124195619359247	0.130286192348392	0.137786958396326	0.145097337167683	0.152149129054299	0.158877616039828	0.165222902810025	0.171131021475743	0.176554771190792	0.181454283985997	0.185797326025447	0.189559357783116	0.192723386587478	0.195279650490278	0.197225173906152	0.198563233708318	0.199302770378075	0.199457773323675	0.199046663432622	0.198091689956242	0.196618353410591	0.193686006296803	0.186878657754261	0.179822609779282	0.17256125921882	0.165139415860628	0.157602648211308	0.14999660994863	0.142366366246139	0.134755739556374	0.127206693844699	0.11975877470631	0.112448620367855	0.105309555433598	0.0983712755978967	0.0916596276556664	0.0851964852529786	0.0789997171678057	0.0730832416975438	0.0674571581068577	0.0621279441502522
ZNF398	0.005626077173955	0.00595487147911099	0.00636349474053498	0.00676546425811038	0.00715647203812696	0.00753231176200472	0.00788897815738706	0.00822275555509698	0.00853029246333977	0.00880866018458588	0.00905539468248674	0.0092685219620123	0.00944656807773471	0.00958855549415943	0.00969398788527901	0.00976282560277517	0.0097954540055459	0.0097926466771426	0.00975552531135768	0.00968551776270634	0.00958431547180869	0.00940677667232588	0.00903729304324332	0.00865356337076893	0.00825861773542179	0.00785551965125465	0.00744731740187753	0.0070369964145257	0.00662743402901393	0.00622135793437392	0.00582130939912075	0.00542961221944161	0.00504834806558617	0.00467933863591612	0.00432413474782119	0.00398401222247859	0.00365997417225192	0.00335275908860551	0.00306285396422233	0.0027905115707913	0.00253577095467003
SRP72	0.0209235156601237	0.0222515030250906	0.0239207332308604	0.025585246662378	0.0272286054223952	0.0288343502007606	0.0303863807031238	0.0318693087413724	0.0332687704947669	0.0345716884251025	0.0357664774830045	0.0368431941370053	0.0377936300655903	0.038611354882372	0.0392917139535924	0.0398317882602064	0.0402303234731037	0.0404876351086108	0.0406054959808871	0.0405870113240871	0.0404364860493415	0.0399594029746838	0.0386544864716565	0.0372698122250454	0.0358168452707332	0.0343075290504364	0.0327540877329039	0.0311688243760539	0.0295639208194768	0.027951245170568	0.0263421724319508	0.0247474232278826	0.0231769247595144	0.0216396971077739	0.0201437668758923	0.0186961089951868	0.0173026163811504	0.015968096088636	0.0146962897289775	0.013489915216367	0.0123507264261973
NSA2	0.025261145728109	0.0269163646601337	0.0290066509979069	0.0311027534471803	0.0331849566091664	0.0352333203455742	0.0372281344140125	0.0391503464805699	0.0409819468013111	0.042706297382576	0.0443083982571334	0.0457750881216366	0.0470951805660841	0.0482595402381089	0.0492611054274	0.0500948647615976	0.050757796100373	0.0512487754772697	0.0515684632640073	0.0517191738031997	0.0517047337283057	0.0512738513468299	0.049776569933929	0.0481680232729065	0.0464616202458831	0.0446715562275459	0.042812577080596	0.0408997329030397	0.0389481287162716	0.0369726794619697	0.0349878764925076	0.0330075721993735	0.0310447885601521	0.0291115542549459	0.0272187736849089	0.025376129807736	0.0235920212794875	0.0218735330457873	0.0202264383323574	0.0186552290013717	0.0171631705016764
THY1	0.086000210334135	0.0914508331885157	0.0983175070082676	0.105185608888361	0.111991521206036	0.118671383744056	0.125162533088653	0.131404836875579	0.137341872424819	0.142921914614739	0.148098713743894	0.152832058941459	0.157088135179231	0.160839691391918	0.164066043409812	0.166752938540903	0.168892309180956	0.170481941402441	0.171525081731873	0.172030001873998	0.172009537479926	0.170627103403838	0.165716958677148	0.160454008256856	0.154880054046482	0.149039378507172	0.142978030509685	0.136743076693144	0.130381839877141	0.123941146820147	0.11746660726984	0.11100194481178	0.104588397578227	0.0982642035928595	0.0920641816251205	0.0860194141748851	0.0801570348825023	0.0745001185275604	0.0690676680735818	0.0638746901152119	0.058932347707348
PICALM	0.00498299408383753	0.00530405184991182	0.00570897394346494	0.00611445206804089	0.00651668657554092	0.00691184712149593	0.00729615927232963	0.00766598550767724	0.0080178975101696	0.00834873752084826	0.00865566747173159	0.00893620548769083	0.00918825010215996	0.00941009310995873	0.00960042236983397	0.0097583160780521	0.00988323008860831	0.00997497979092071	0.0100337179104076	0.0100599094067402	0.0100543044385347	0.00996804803791449	0.00967483535944171	0.00936036064406653	0.00902719163807584	0.00867804792540528	0.00831575615750647	0.00794320319844584	0.00756328855174196	0.00717887747719218	0.00679275617822625	0.00640759034368716	0.00602588816830423	0.00564996876422816	0.00528193662640948	0.00492366254424991	0.00457677107851246	0.00424263446272773	0.00392237255675159	0.00361685828783678	0.00332672786872533
GLB1L2	0.0349775467198001	0.0371250667117603	0.039812576722015	0.0424785235899944	0.0450957296917216	0.0476372549635039	0.0500770249955455	0.0523904046455606	0.0545546958029261	0.056549544891802	0.0583572528056864	0.0599629864935045	0.0613548968477996	0.0625241515905771	0.0634648944428932	0.0641741431074117	0.0646516387134562	0.0648996586546378	0.064922803481241	0.0647277669564229	0.0643230967607307	0.0634018035636751	0.0611745722011477	0.0588323517382353	0.0563941564159358	0.0538795580419672	0.0513083672394608	0.0487003132299725	0.0460747314106802	0.0434502677457967	0.0408446083071967	0.0382742412043683	0.0357542567066301	0.0332981896745918	0.0309179065938794	0.0286235376596154	0.0264234526082224	0.0243242774329532	0.022330947828462	0.0204467942385896	0.0186736527530698
SNHG10	0.0534153515648087	0.0565780013939212	0.0605245542107413	0.064427115190451	0.0682463584237488	0.0719436101521532	0.0754817378062908	0.0788259485406301	0.0819444687077633	0.0848090861847776	0.0873955478793119	0.0896838140847789	0.0916581789187938	0.093307271509591	0.0946239558538442	0.095605148564977	0.0962515734308943	0.0965674702420314	0.0965602731715795	0.0962402714750569	0.0956202627320514	0.0942437806671659	0.0909370766412781	0.0874692890506941	0.0838673105888518	0.0801588055435348	0.0763717709678491	0.0725340947089609	0.0686731229602612	0.0648152497573354	0.0609855399787432	0.0572073959817175	0.0535022760879822	0.0498894708604715	0.0463859406276551	0.0430062151791903	0.0397623541313837	0.0366639642823089	0.0337182684544112	0.0309302189313654	0.0283026476717026
MEF2A	0.0251844164417094	0.0265418477606294	0.0282140248146312	0.0298419687498161	0.0314079289757608	0.032894933759941	0.0342871861704485	0.0355704026600609	0.0367320833282038	0.037761708285893	0.0386508596281053	0.0393932728390848	0.0399848247417362	0.0404234672505785	0.0407091172464816	0.0408435130161136	0.0408300471058015	0.0406735843623105	0.0403802725908271	0.0399573518361843	0.0394129669242731	0.03856308657359	0.0369377839009568	0.035267720409968	0.0335651009525436	0.0318421034847174	0.0301106955288727	0.0283824575861046	0.0266684184216151	0.0249789067393099	0.0233234231307604	0.0217105353632344	0.0201477991115756	0.0186417051998986	0.0171976533670146	0.0158199515686574	0.0145118389375429	0.0132755297850169	0.0121122754766588	0.0110224406636645	0.0100055902012933
GIPR	0.0794583127651104	0.0800749942987283	0.0807115053810867	0.081192618687676	0.0815133780692086	0.0816705628160371	0.0816626748405636	0.0814898767782531	0.0811538894951136	0.0806578589622863	0.0800062028826162	0.0792044469543891	0.0782590594464593	0.0771772910904864	0.0759670254218538	0.0746366428392013	0.0731948999687835	0.0716508245207853	0.070013624761836	0.0682926120074945	0.0664971341336519	0.0643148027432519	0.0609734898949427	0.0576903417454072	0.0544708253800204	0.0513209494485494	0.0482470452958142	0.0452555533591422	0.042352819894628	0.0395449088864221	0.0368374335273638	0.0342354109607739	0.0317431430861117	0.0293641252139436	0.0271009832757289	0.0249554392212573	0.0229283032372135	0.0210194905507156	0.0192280598842692	0.0175522701295473	0.0159896515159602
LINC02362	0.103279641195388	0.108898387326465	0.11591312466874	0.122861590828133	0.129682935274211	0.136317390135953	0.142707523194848	0.148799348059705	0.154543255473666	0.159894745136296	0.164814952264972	0.169270975981713	0.173236026594489	0.176689415561086	0.17961641544648	0.182008017916087	0.183860616353266	0.185175636730104	0.185959136549734	0.186221387575895	0.185976454103212	0.184319771437331	0.17891296031463	0.173182165432801	0.16716572141747	0.160904478920085	0.154441169091519	0.147819725647019	0.141084584100634	0.134279978938693	0.127449259667879	0.120634245784461	0.113874638819898	0.107207506854294	0.100666853448164	0.0942832790646602	0.0880837390005912	0.0820913978734892	0.0763255770559804	0.0708017882964049	0.0655318442488188
ENSG00000274322	0.129605011960086	0.135478421150732	0.142668379511001	0.149627247889284	0.156290815259446	0.162599028562297	0.168497197279996	0.173936949919512	0.178876921666487	0.183283171826676	0.187129346384445	0.190396613834437	0.193073410828521	0.195155038194314	0.196643148070112	0.197545160103059	0.197873639825957	0.197645666383826	0.196882210513339	0.195607537691692	0.193848646075505	0.19068092120027	0.183733886807312	0.176581094605656	0.169263371896028	0.16182267840106	0.154301496866066	0.146742209316425	0.139186476798509	0.131674640640883	0.124245162576388	0.116934119489616	0.109774766193042	0.102797176644989	0.0960279706055448	0.0894901291107974	0.0832028985638615	0.0771817799086206	0.0714385964498918	0.0659816315452083	0.0608158256980207
PLP1	0.521323022538132	0.542635526031744	0.569114329386663	0.595313601135398	0.62114153176915	0.646524452821295	0.671408531025711	0.695760704294855	0.719568889239069	0.742841533487168	0.765606617652269	0.787910230177877	0.809814844043626	0.831397419300029	0.852747442324215	0.873964994488527	0.89515892237887	0.916445161091311	0.937945243169214	0.959785009491095	0.982093525398867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENSG00000291072	0.000220695224503597	0.000235879446557304	0.000255245073879606	0.000274897545237909	0.000294676305884752	0.000314414478115022	0.000333942374253622	0.000353090938635007	0.000371694981596691	0.000389596098089317	0.000406645197048528	0.000422704601148489	0.000437649706645608	0.000451370217536284	0.000463770986053687	0.000474772502569125	0.00048431108290702	0.000492338801092738	0.000498823212044544	0.000503746903017386	0.000507106905960443	0.000506380979612522	0.000495012721401485	0.000482338530071638	0.000468462940005919	0.000453502984248009	0.000437586194919618	0.000420848358959434	0.000403431096907129	0.000385479340321786	0.000367138787561638	0.000348553417677004	0.000329863138125251	0.000311201634191374	0.000292694477007808	0.000274457533730086	0.000256595708694514	0.000239202029270418	0.000222357075564571	0.00020612873996981	0.000190572291402659
A4GALT	0.172041234903052	0.181339099659683	0.192900812651337	0.204298934470363	0.215431524971174	0.226200120893491	0.236511853268814	0.246281256902218	0.255431716154846	0.263896520595055	0.271619531431735	0.278555482592484	0.284669957419032	0.289939092740955	0.294349066887406	0.297895427913731	0.300582314181129	0.302421612742504	0.303432092972739	0.303638544547905	0.303070940981386	0.300261675318399	0.291407553066627	0.282090848138354	0.272371604177265	0.262312683661358	0.251978871227551	0.241435935654133	0.23074967610458	0.219984979376439	0.209204914734837	0.198469891420978	0.187836901194746	0.177358864476684	0.167084094057298	0.15705588525307	0.147312236144047	0.137885696454055	0.128803339021001	0.120086843882234	0.111752681926461
EFNB2	0.076840117353439	0.0809823012120901	0.0861117302780276	0.0911406084654255	0.0960193579058304	0.100700204528538	0.105138234967557	0.109292304636313	0.113125768451598	0.116607019948165	0.119709837905728	0.122413550925938	0.124703038924497	0.126568595986459	0.128005681612851	0.12901458749088	0.129600045134251	0.129770796695874	0.129539147541577	0.12892051528215	0.127932986260273	0.125966776759391	0.121455400787752	0.116762738992436	0.111921369959579	0.106964685005142	0.101926386899816	0.0968399836594376	0.0917382917200514	0.0866529626791055	0.0816140469405021	0.0766496060895654	0.0717853837358226	0.0670445420325759	0.0624474682801527	0.0580116531274716	0.0537516390853953	0.04967903551857	0.0458025941222916	0.042128337209794	0.0386597299819627
EPB41L4A-AS1	0.0327260066596059	0.0345906674786166	0.0369039467255716	0.0391752095576526	0.041380445744974	0.04349633121818	0.0455007716993699	0.0473733815448048	0.0490958812317755	0.050652403713522	0.0520297064757514	0.0532172919355963	0.0542074434173483	0.0549951871307795	0.0555781923777103	0.0559566227810498	0.0561329509194503	0.0561117476477448	0.0558994558677503	0.0555041568268489	0.0549353353499583	0.0539338611577587	0.0518359126627024	0.0496592878813232	0.0474206089795667	0.0451366964306659	0.0428243064974815	0.0404998733172806	0.0381792629067275	0.0358775460085494	0.0336087959623292	0.0313859167399373	0.029220505005006	0.0271227486175664	0.025101362502041	0.0231635613235461	0.0213150670615159	0.0195601484043668	0.0179016879680738	0.0163412726964019	0.0148793024395389
NCF1C	0.146304140639287	0.15607538328199	0.168601939697701	0.18141618770714	0.194452727284125	0.207646161368635	0.220932782132695	0.234252092470004	0.24754810234365	0.260770360486849	0.273874703172833	0.286823721210441	0.29958696243855	0.312140898930958	0.32446869567772	0.336559820993325	0.348409538977836	0.360018321859162	0.371391215833629	0.382537188878904	0.393468483576366	0.402188168815144	0.40319940084461	0.403676268693122	0.40362165039503	0.403041304348135	0.401943827722769	0.400340576610301	0.398245547609496	0.395675221860259	0.392648373884793	0.38918584889625	0.385310313396944	0.381045984834305	0.376418346753072	0.371453856239444	0.366179650485435	0.360623259022741	0.354812327620624	0.34877435906436	0.342536475093205
