q_0.01	q_0.05	q_0.1	q_0.15	q_0.2	q_0.25	q_0.3	q_0.35	q_0.4	q_0.45	q_0.5	q_0.55	q_0.6	q_0.65	q_0.7	q_0.75	q_0.8	q_0.85	q_0.9	q_0.95	q_1	q_1.05	q_1.1	q_1.15	q_1.2	q_1.25	q_1.3	q_1.35	q_1.4	q_1.45	q_1.5	q_1.55	q_1.6	q_1.65	q_1.7	q_1.75	q_1.8	q_1.85	q_1.9	q_1.95	q_2
SPNS2	0.000750903054134586	0.000786464025651796	0.000829229809632832	0.000869605460325863	0.000907066948139499	0.000941135455171156	0.00097138921799488	0.000997472901535688	0.00101910424097055	0.00103607788257661	0.0010482665278369	0.00105561962436012	0.0010581599452205	0.00105597845431185	0.00104922787313634	0.00103811535131617	0.00102289460758211	0.00100385785869256	0.000981327798293224	0.000955649832025	0.000927184723576025	0.000891840600097593	0.000839330674670678	0.000786936954284151	0.000735019763651476	0.000683917924224963	0.000633944182898796	0.000585381335397508	0.000538479140143118	0.00049345208884897	0.00045047806732506	0.000409697905924228	0.000371215785786239	0.000335100436496966	0.000301387034737421	0.000270079693282532	0.00024115441618009	0.000214562389398561	0.000190233476457457	0.000168079794864165	0.000147999260541344
SRPRA	0.0203498592206959	0.0215647430478436	0.0230788303216944	0.0245732595793897	0.0260322542387349	0.027440310285734	0.0287825613652248	0.0300451078181034	0.0312152976585662	0.0322819517087434	0.033235529348196	0.0340682351732743	0.034774070002609	0.0353488319562106	0.0357900747524389	0.0360970309866495	0.0362705081207274	0.0363127643976486	0.0362273710745552	0.0360190663970172	0.0356936057402542	0.0350821237622178	0.0337516405802749	0.0323637243553032	0.0309295172869224	0.0294603559732421	0.0279675886538467	0.0264623947122302	0.0249556116264206	0.0234575742987647	0.0219779711944524	0.0205257210006058	0.0191088726278757	0.0177345303717883	0.0164088049965151	0.0151367904658091	0.0139225650865339	0.012769215001722	0.0116788773109809	0.0106527996291404	0.00969141262604462
PNRC2	0.0125156436505604	0.0133503086117144	0.0144058243742429	0.01546583277467	0.0165202713380357	0.0175589132417561	0.0185716012390606	0.019548470106129	0.0204801487971194	0.0213579357037277	0.022173942825344	0.0229212069920035	0.0235937683338416	0.0241867178223979	0.0246962168629501	0.0251194926018036	0.0254548128852055	0.0257014447530564	0.0258596000667543	0.0259303714485463	0.0259156612283933	0.025689601203468	0.0249269856689522	0.0241068400793669	0.0232362014417726	0.0223225197829138	0.0213735314427678	0.0203971271207111	0.0194012185806373	0.0183936079991951	0.0173818638222584	0.0163732066833331	0.0153744084532761	0.0143917068660954	0.0134307374434554	0.0124964836694515	0.0115932455971355	0.010724626345755	0.00989353531217424	0.00910220640097496	0.00835222919337818
LINC03040	0.185655179882108	0.195147000002144	0.206898257220703	0.218425619167259	0.229626470235552	0.240402636859809	0.250662422084836	0.260322302745629	0.269308242496118	0.277556603758439	0.285014668645002	0.291640800797802	0.297404295664516	0.302284975733911	0.306272590222507	0.309366076714011	0.311572736642853	0.312907368656163	0.313391395020397	0.313052007357255	0.311921349819167	0.308492610406342	0.298874041134292	0.288810504501877	0.278363353720504	0.26759684363774	0.256577218923221	0.245371753815033	0.234047770105487	0.222671661508245	0.211307952620743	0.200018419340555	0.188861294887614	0.177890581707151	0.167155484750209	0.156699976279275	0.146562496784026	0.136775791168466	0.127366874401323	0.118357116560944	0.109762433831986
RAP1GDS1	0.0102055023945774	0.0108339851802079	0.0116204419685183	0.0124004597365545	0.0131660093835157	0.0139091278332434	0.0146221044534245	0.0152976516452254	0.0159290532170849	0.016510286201678	0.0170361138708454	0.0175021496354631	0.0179048931306011	0.0182417409941533	0.0185109756273708	0.0187117356085826	0.0188439714819989	0.0189083904447168	0.0189063930924208	0.0188400049353696	0.0187118049241903	0.0184326490590989	0.0177735108912731	0.0170809903460131	0.0163607643122405	0.0156186654842962	0.0148605867085195	0.0140923852082407	0.0133197894672389	0.0125483114647071	0.0117831667346609	0.0110292043811809	0.0102908487390013	0.00957205385551447	0.00887627141890882	0.00820643220324549	0.00756494057862202	0.00695368117248429	0.00637403638922298	0.00582691321393758	0.00531277754870377
ZNF493	0.00696508462368798	0.00744365875407097	0.00805053862857718	0.00866188257516972	0.00927190645385196	0.00987468720885408	0.0104642987356079	0.0110349428296991	0.0115810699096643	0.0120974854089701	0.0125794390811517	0.0130226957990774	0.0134235876284174	0.0137790479322746	0.0140866289780522	0.0143445049672389	0.0145514626211545	0.0147068814761225	0.0148107059226761	0.0148634108172057	0.0148659622461376	0.0147460123294627	0.0143165811414363	0.0138525048190846	0.0133578968819663	0.0128371283931146	0.0122947520533566	0.0117354229698652	0.0111638184672271	0.0105845593583675	0.010002135022148	0.00942083444712399	0.00884468510863766	0.0082774011689316	0.00772234205323604	0.00718248198826566	0.0066603906235153	0.00615822441838351	0.0056777280933758	0.00522024512931759	0.00478673606558238
VRK2	0.0176660444412968	0.0188046667632366	0.0202385724467735	0.0216716048988545	0.0230898012833198	0.0244791216582073	0.0258257728696989	0.0271165111696304	0.0283389118542436	0.0294815975228299	0.0305344200428969	0.0314885946090797	0.0323367871133204	0.0330731582328883	0.0336933691296163	0.0341945544690866	0.0345752687076629	0.034835411389047	0.0349761366812352	0.0349997517007773	0.0349096074241707	0.0345372233109257	0.0334478979291913	0.032287220949659	0.0310648890938398	0.0297910522343801	0.0284761445413557	0.0271307110527718	0.025765234735934	0.0243899691222429	0.0230147813633577	0.0216490100822123	0.0203013417074263	0.0189797081295748	0.0176912075597524	0.0164420494681979	0.0152375234970379	0.0140819913345462	0.0129788997566227	0.0119308124189509	0.0109394575400074
PMEPA1	0.0281223375332258	0.0298019962846723	0.0318975328557585	0.0339687469698162	0.0359942284847377	0.037952899781793	0.0398245068292334	0.0415900624004866	0.0432322253380389	0.0447356054164243	0.0460869890407052	0.0472754861581247	0.0482926029657942	0.0491322480601008	0.0497906815615283	0.0502664175659376	0.050560090212801	0.0506742929563143	0.0506133995122951	0.050383373641703	0.0499915735877662	0.0492004454737631	0.0474001479825414	0.0455165706285763	0.0435646968401171	0.041559857854336	0.0395174858272964	0.0374528676583656	0.0353809066247226	0.0333158986699375	0.0312713296003247	0.0292596985450596	0.0272923718862295	0.025379470537541	0.0235297920320103	0.0217507674602209	0.020048451967818	0.0184275463481969	0.0168914463106251	0.0154423153013172	0.014081176319424
CXCL12	0.188658573097881	0.199498805608275	0.21309760754298	0.226648712057192	0.240043044366366	0.253173678402067	0.265938121880078	0.278240310614211	0.289992246273158	0.301115242181753	0.311540770783894	0.321210931340251	0.330078575621861	0.338107142075846	0.345270255353345	0.351551149019695	0.356941965911605	0.361442984298853	0.36506181002354	0.3678125662168	0.36971510387004	0.36894869548442	0.360745868023433	0.351897825256454	0.342460185393617	0.332493263477177	0.322061247709981	0.311231291165333	0.300072542612518	0.28865514314402	0.277049216978715	0.265323885099903	0.25354632923605	0.241780931185722	0.230088508810617	0.218525665440156	0.207144264272454	0.19599103396823	0.185107306355784	0.174528882298533	0.16428601756354
EXOC1	0.0232270495188471	0.0245802295498185	0.0262644406465539	0.0279245820499762	0.0295434838242892	0.0311043437941577	0.0325911166487664	0.0339888610051954	0.0352840321642282	0.0364647129641632	0.0375207797495476	0.0384440045777021	0.0392280980839492	0.0398686997685317	0.040363323846278	0.0407112693137448	0.0409135027050274	0.0409725213228986	0.0408922037402123	0.0406776532368474	0.0403350387034391	0.0396729844680184	0.0382004593972519	0.0366643584090333	0.0350765814054614	0.0334492725484011	0.0317946278105832	0.0301247034820721	0.0284512311205899	0.0267854442325481	0.0251379215079728	0.0235184507312214	0.021935916593472	0.0203982146003568	0.0189121921661035	0.017483616884445	0.0161171709332014	0.0148164696614025	0.0135841016690692	0.0124216871480309	0.0113299509182428
FAM114A2	0.02545267498131	0.0269669528693192	0.0288584010122952	0.0307311012878884	0.0325665069334647	0.0343463641146333	0.0360531300274117	0.0376703482724693	0.0391829680682123	0.0405775988228102	0.041842696509966	0.0429686827075999	0.0439480007297688	0.0447751158418157	0.0454464680790814	0.0459603867897474	0.0463169758664285	0.0465179779264945	0.0465666246546701	0.046467479315982	0.0462262762277358	0.0456215529159251	0.0440828219490345	0.0424647549319297	0.0407797802974067	0.039040732224706	0.0372606493167547	0.0354525705790502	0.033629334494739	0.0318033869352195	0.0299866033078259	0.0281901297375377	0.0264242472447707	0.0246982618704253	0.0230204225793151	0.021397867616778	0.0198365988728767	0.0183414827891122	0.0169162754766561	0.0155636690395495	0.0142853556305637
ANGEL2	0.00912782049871865	0.00968860603145566	0.0103907535486289	0.0110877293587525	0.011772504137664	0.0124381045682812	0.0130777750449894	0.0136851254070854	0.0142542592097714	0.0147798788332141	0.0152573655587984	0.015682834420832	0.0160531650375682	0.0163660106634842	0.0166197883676941	0.016813653559057	0.0169474621050147	0.0170217231016259	0.0170375450218548	0.0169965775659125	0.016900951116547	0.0166698295550935	0.0160952446002333	0.0154900000143624	0.0148589825340186	0.0142072374263001	0.0135398865142159	0.0128620454040294	0.012178742308173	0.0114948408137441	0.0108149687869949	0.0101434553365577	0.00948427739893513	0.00884101708244336	0.00821683043857495	0.00761442785292684	0.0070360657909414	0.00648354922291983	0.00595824370883517	0.00546109586044601	0.00499266072288831
TMEM183A	0.0456635810546584	0.0484240387289641	0.0518750089574997	0.055294559191828	0.0586481920963181	0.0619018272520862	0.0650225895581046	0.067979523774196	0.0707442090681047	0.0732912564293086	0.0755986808884824	0.0776481487268324	0.0794251066326434	0.0809188047220035	0.0821222284244283	0.0830319556001669	0.0836479552070118	0.0839733427417074	0.0840141059210667	0.0837788119770628	0.0832783057890089	0.0821146525022573	0.0792641572980049	0.076267886441883	0.0731495939265136	0.0699337531409489	0.0666451642017557	0.0633085582382581	0.0599482100035956	0.0565875699579544	0.0532489261949283	0.0499531052952481	0.0467192194729315	0.0435644653391085	0.0405039773827409	0.0375507369991195	0.0347155357265369	0.032006989402923	0.0294315983256743	0.0269938472555546	0.0246963382811163
HDAC2	0.0405751220519641	0.0429065500896959	0.0458052234985594	0.0486591978070904	0.0514392204549328	0.0541167716951018	0.0566647209149999	0.0590579069802314	0.0612736225018967	0.0632919900566622	0.065096226319161	0.0666727970482365	0.0680114714022986	0.0691052879128144	0.069950446626328	0.070546142623547	0.070894355639388	0.0709996091857743	0.0708687107558753	0.0705104826556868	0.0699354909933007	0.0688115695816676	0.0662859075553114	0.0636528429938656	0.0609323033007951	0.0581446275569612	0.0553102498633901	0.0524493836934462	0.0495817162195806	0.0467261212896725	0.0439003990084147	0.0411210487670503	0.0384030811277678	0.0357598722998871	0.0332030631524402	0.0307425029064718	0.0283862359501667	0.0261405287161941	0.0240099323271684	0.0219973757994325	0.0201042840174989
ATG5	0.0304427787890816	0.0324242369011694	0.0349236685320678	0.0374265768955436	0.0399090512928004	0.0423469625328866	0.0447165155708107	0.0469947683762765	0.0491600968570001	0.051192591197449	0.0530743748654873	0.0547898431460112	0.056325822894455	0.0576716589649867	0.0588192353459712	0.0597629404737292	0.0604995866509702	0.0610282931873658	0.0613503420442629	0.0614690136270112	0.0613894091150924	0.060814060665721	0.0589744911958683	0.0570053109038127	0.0549229708692283	0.0527448038703523	0.0504887356422287	0.0481729855817758	0.0458157656536711	0.0434349863884548	0.0410479785635647	0.0386712384310119	0.0363202032469346	0.0340090624423325	0.0317506081470694	0.0295561270495598	0.0274353338536528	0.0253963449855308	0.0234456897941124	0.0215883553432349	0.0198278600519258
SH3PXD2A	0.0244723007523145	0.0259414706099398	0.0277758059375997	0.0295905370031705	0.0313670282443162	0.0330869036897512	0.0347324741025681	0.0362871234591178	0.0377356406676105	0.0390644873171136	0.0402619971663074	0.0413185075429193	0.0422264264842961	0.0429802421248383	0.0435764824955649	0.0440136346324316	0.0442920318582226	0.0444137175094973	0.0443822924289358	0.0442027524161243	0.0438813206719885	0.0432091386231669	0.0416497829924055	0.0400158206990533	0.0383202744050205	0.0365764997295898	0.0347979697412055	0.0329980593226906	0.0311898356347935	0.0293858607127974	0.0275980117421214	0.0258373237969205	0.0241138588376119	0.0224366036131804	0.0208133978774201	0.0192508930842908	0.0177545405523293	0.0163286070476311	0.0149762148803875	0.0136994029742889	0.0124992049652345
IFIT3	0.0889632272131816	0.0951429038620317	0.103032101936916	0.111049108384659	0.119131676436761	0.127215499298548	0.1352356150563	0.143127758831973	0.150829607166325	0.158281872874752	0.1654292233062	0.172221009345053	0.178611805272453	0.184561769852033	0.190036846309469	0.195008823240204	0.199455280223759	0.203359441557343	0.206709959636231	0.209500646683024	0.211730170270111	0.212339560766741	0.208548996977442	0.204247825745476	0.1994699039938	0.194253563478081	0.188641008191358	0.182677628123644	0.176411248424364	0.169891335824434	0.163168185946375	0.15629211573168	0.149312684600622	0.14227796618072	0.135233889635	0.128223666002427	0.12128731079414	0.114461269658916	0.107778149525274	0.101266553504102	0.0949510142063051
RRAGC	0.0193338751984699	0.0206073463943359	0.0222155262887284	0.0238279732030518	0.0254292955114558	0.0270039117448631	0.0285364078210213	0.0300118744092032	0.0314162111808583	0.0327363881846462	0.033960658334907	0.0350787186034027	0.0360818206360306	0.0369628339794704	0.0377162668171271	0.0383382501007408	0.0388264913180765	0.0391802039945987	0.039400018538263	0.039487879344175	0.0394469323009785	0.0390858908034472	0.0379105768354431	0.0366501345512759	0.0353152405421208	0.0339171613224397	0.0324675638130476	0.0309783186777329	0.0294613022947278	0.0279282032378732	0.0263903389461883	0.02485848778246	0.0233427409510796	0.0218523778115834	0.0203957670507422	0.0189802950345145	0.0176123215251986	0.0162971618870416	0.0150390939729536	0.0138413871286298	0.0127063501941301
KPNA6	0.00819776189591244	0.00868048040614086	0.00928118794590159	0.0098730683669583	0.0104498514080177	0.0110053973578261	0.0115338414242676	0.012029722969103	0.0124880949591603	0.0129046106945611	0.0132755865749744	0.0135980411905286	0.0138697122606635	0.0140890538341725	0.0142552167008613	0.014368015183676	0.0144278834393163	0.0144358241662316	0.0143933522720359	0.0143024356500266	0.0141654348058404	0.0139154349670712	0.0133809412515596	0.0128245027385642	0.0122505276382547	0.0116634906091012	0.0110678612850686	0.0104680338806837	0.00986825988932598	0.00927258578365511	0.0086847974263219	0.00810837261488344	0.00754644283466208	0.0070017648996281	0.00647670274964731	0.00597321926849594	0.00549287761494244	0.00503685123909045	0.0046059415028385	0.00420060164536255	0.00382096573431589
DES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.995022701774305	0.972153569852604	0.949529390622659	0.927072106080741	0.904720444913194	0.882428593051544	0.860164854686989	0.837910298079781	0.815657386353637	0.79340859883747	0.771175053122078	0.748975141600511	0.726833198691579	0.704778216126765	0.682842623624924	0.661061151087925	0.639469786299499	0.61810483922887	0.597002120689146	0.576196239541638
PBX2	0.0653057074641096	0.0694665017533493	0.0747239080872454	0.0800021552203247	0.0852549666493506	0.0904355481144897	0.0954976135863419	0.100396345521213	0.10508925299566	0.109536901891868	0.113703502381369	0.117557349357021	0.12107112030144	0.124222041824851	0.126991940579789	0.129367196579741	0.131338617433063	0.132901251083032	0.134054152779378	0.134800119623933	0.135145403490432	0.134426980628606	0.13092419345479	0.127127880760422	0.123067600331891	0.118775267742385	0.114284640185239	0.109630760671092	0.104849378690477	0.099976364572307	0.0950471350518953	0.090096106966538	0.0851561945573482	0.0802583636728716	0.0754312533986806	0.070700872472665	0.0660903745034465	0.0616199127042805	0.0573065717826571	0.0531643719476614	0.0492043378291349
IRF3	0.0242303494267038	0.0255955142419379	0.0272869082505709	0.0289450323760661	0.0305523132336876	0.0320917386071297	0.0335472537716159	0.0349041081851298	0.0361491407195961	0.0372709966660151	0.0382602746358208	0.0391096057425212	0.0398136707876326	0.0403691634636669	0.0407747088412295	0.0410307467532057	0.041139389317868	0.0411042609703444	0.0409303282059374	0.0406237249570294	0.0401915782647893	0.0394445285125121	0.037897571009085	0.0362952955824109	0.0346497824564999	0.0329732269948858	0.0312777515458279	0.0295752211761208	0.0278770684848907	0.0261941323879933	0.0245365152209397	0.022913461752821	0.0213332627815837	0.0198031849509611	0.0183294273574282	0.0169171044686884	0.0155702539153675	0.0142918668963797	0.0130839382933566	0.0119475331420259	0.0108828658636647
SPIRE2	0.0354204899910181	0.0371078716862515	0.0391641488312461	0.0411411365117063	0.0430178556343074	0.0447747924752964	0.046394327568196	0.0478610784624187	0.0491621477770815	0.0502872748263185	0.0512288951256683	0.0519821168388579	0.0525446264624013	0.0529165377637631	0.053100198351435	0.0530999675360626	0.0529219776621306	0.0525738891665274	0.052064647529809	0.0514042482436056	0.0506035140723729	0.0494266455750198	0.047273143615548	0.0450795655168662	0.042859907142176	0.0406280557182458	0.0383975927338157	0.0361816043127656	0.0339925043436564	0.031841875250184	0.0297403306422002	0.0276974032291574	0.025721460359337	0.0238196484336363	0.0219978663031026	0.0202607666655605	0.0186117834926792	0.0170531826966637	0.0155861326216839	0.0142107905378863	0.0129264011267373
CYBB	0.0629048818478021	0.0672226035498886	0.072735405069551	0.0783400753520034	0.0839954158777568	0.0896590737322934	0.0952884744022147	0.100841707990234	0.106278332961553	0.111560070967166	0.11665137651186	0.12151987509957	0.126136672100321	0.13047654136852	0.13451800735756	0.138243337159051	0.141638459791126	0.144692829536335	0.147399248597792	0.149753662200233	0.151754936854371	0.152641089505081	0.150398726894542	0.147810926580715	0.144897004699473	0.141679190940383	0.13818229949131	0.134433345832088	0.130461119450553	0.126295724434017	0.121968101219128	0.117509543465977	0.112951224010092	0.108323743144144	0.103656711148493	0.0989783751308912	0.0943152979904926	0.0896920948496579	0.0851312297635155	0.0806528730762916	0.0762748175771617
ASMTL	0.0401278912070455	0.0421016898721773	0.0445052880489236	0.0468127164658775	0.0489978083693491	0.051036174190643	0.0529057659543293	0.0545873355275447	0.0560647738877854	0.0573253273144197	0.0583596942577223	0.0591620129793336	0.0597297545536503	0.0600635384144733	0.0601668884937553	0.060045947447193	0.0597091648832645	0.059166973301172	0.0584314629483127	0.0575160643075992	0.0564352446163007	0.0549294549405233	0.0523394899811851	0.0497122760098838	0.047065623514891	0.0444169504320265	0.0417830339634546	0.0391797794772314	0.0366220127715656	0.0341233011746266	0.0316958078630491	0.0293501824815449	0.02709548971117	0.0249391759540491	0.0228870728689787	0.0209434351901865	0.0191110091617523	0.0173911270745784	0.0157838228307327	0.0142879631878425	0.0129013893392232
ETFRF1	0.0474187043353111	0.0504556390165917	0.0542903452165307	0.0581369917722793	0.0619615691892935	0.0657298525483918	0.0694081686466907	0.0729641075109569	0.0763671511844928	0.0795892009158285	0.0826049924318323	0.0853923969571719	0.087932612377512	0.0902102540450221	0.0922133580702998	0.0939333116343305	0.0953647251398525	0.0965052602369358	0.097355426255306	0.0979183556818195	0.0981995673059932	0.0977179195709731	0.0952218473682551	0.0925209893872948	0.0896363405943604	0.0865903994105672	0.0834068132529735	0.0801100010189622	0.0767247631560152	0.0732758905782056	0.0697877837645035	0.0662840928867681	0.062787388794834	0.0593188732012633	0.0558981345625112	0.0525429540738392	0.0492691640212885	0.0460905586027505	0.0430188553654067	0.0400637037091236	0.0372327355459704
PDE7A	0.0299203370652669	0.0317288953687873	0.033993845047826	0.036243514201828	0.0384562146968797	0.0406104825152565	0.0426855651457488	0.0446618627784615	0.0465213073191511	0.0482476688697122	0.0498267849740964	0.0512467130398658	0.0524978105194758	0.0535727504648979	0.0544664819211081	0.0551761454020442	0.0557009535898765	0.056042046649582	0.0562023303929283	0.0561863041704123	0.0559998839860253	0.055373237273781	0.0536099401701291	0.0517445687049815	0.0497914817069976	0.047765641727858	0.0456823793151633	0.0435571509362191	0.0414052974476015	0.0392418100662196	0.0370811105164622	0.0349368514158728	0.0328217420555541	0.0307474035906485	0.0287242563572339	0.0267614406608282	0.0248667710256956	0.0230467226340834	0.0213064475878889	0.0196498177417324	0.0180794902152785
CDH24	0.00850777292939218	0.00898789726420716	0.00958176150284241	0.0101626031860046	0.0107240174994208	0.0112598136976805	0.0117641621665659	0.0122317232512666	0.012657753388245	0.013038185940997	0.0133696859474128	0.0136496795707573	0.0138763602966969	0.0140486747854162	0.014166291774793	0.0142295575824332	0.0142394416401898	0.0141974751931371	0.0141056858817666	0.0139665304665895	0.0137828274988011	0.0134902106508384	0.0129242649591279	0.0123407267843699	0.0117441028845127	0.0111389012511606	0.0105295608131039	0.00992038376374642	0.00931547242014031	0.0087186723584446	0.00813352332153784	0.00756321907317272	0.00701057699918173	0.00647801785349465	0.00596755564052178	0.00548079724063242	0.00501895104402533	0.00458284357766537	0.00417294290176319	0.00378938742186474	0.00343201870925363
RELCH	0.134224512777326	0.140278498598531	0.147690957587462	0.154869396017094	0.161750693223279	0.168276264726741	0.174393206351906	0.180055173793791	0.185222981481133	0.189864924392032	0.193956843212774	0.197481965710831	0.200430564956233	0.202799478244115	0.204591529889916	0.20581489740912	0.206482454968765	0.206611121366072	0.206221232955923	0.205335955519685	0.203980743442252	0.201176525615369	0.194402413296873	0.187412835722989	0.180244814821747	0.172936656128061	0.165527430742602	0.158056435176049	0.150562644021361	0.143084171073564	0.135657754414244	0.128318280084852	0.121098357339605	0.114027956203951	0.10713411532405	0.10044072506453	0.0939683876966072	0.087734353512105	0.0817525289735536	0.0760335507035275	0.0705849173207876
ZFP90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR1B	0.0307205619863362	0.0327276126673552	0.0352621070395219	0.0378036445527471	0.0403284401876194	0.0428124434268697	0.0452318849978052	0.0475637911910312	0.0497864457366625	0.0518797846747907	0.0538257154734181	0.0556083571900023	0.0572142032572519	0.0586322122013254	0.0598538341574966	0.0608729824770042	0.0616859601724152	0.0622913506433457	0.0626898812950275	0.0628842675307542	0.0628790433529295	0.0623684046268672	0.0605612026321986	0.0586187847612744	0.0565572546045919	0.0543936809476344	0.052145814627857	0.0498317924920294	0.0474698370928652	0.0450779610049279	0.0426736844441066	0.04027377424743	0.0378940112491639	0.0355489917436376	0.0332519671472888	0.0310147242687101	0.0288475068769583	0.0267589776300271	0.0247562179773935	0.0228447624518277	0.021028662860137
HIPK2	0.0628961900550425	0.0666691921677046	0.0713876555319536	0.076066003487545	0.0806581638503112	0.0851186305992187	0.0894035025340594	0.0934714220344028	0.0972843800261626	0.100808365271169	0.104013848128291	0.1068760997988	0.109375356928464	0.111496847859662	0.113230700743424	0.114571755359245	0.115519300263051	0.116076755291562	0.116251316998634	0.116053581733985	0.115497158155648	0.114027888444689	0.110218313058796	0.106203819408499	0.102015557238739	0.0976858046975872	0.0932474554015206	0.088733496196525	0.084176490594	0.0796080827987085	0.0750585364478237	0.0705563206819561	0.0661277540621365	0.0617967142690681	0.0575844186441394	0.0535092776443523	0.0495868203733089	0.0458296886880778	0.0422476941061545	0.0388479299463828	0.0356349298862785
PPP1R2	0.010246584195512	0.0108863512962785	0.0116880752990695	0.0124845456885893	0.0132675911072535	0.0140290785786148	0.014761104138597	0.015456168408333	0.016107330453008	0.0167083353114582	0.0172537126934318	0.0177388463061838	0.0181600149284086	0.0185144076047493	0.0188001161611937	0.0190161086670161	0.0191621875553791	0.019238935944119	0.0192476553562028	0.0191902976042146	0.0190693931393212	0.0187939666219999	0.0181301963357457	0.0174313116522624	0.0167031189185188	0.0159515972531429	0.0151827996097096	0.0144027534777977	0.013617364115644	0.0128323231248555	0.0120530249554356	0.0112844935800307	0.010531321121539	0.00979761968764834	0.00908698709441522	0.00840248658534682	0.00774664010788399	0.00712143422633027	0.00652833735288456	0.0059683266818852	0.0054419230232357
ENSG00000254706	0.0727164011277176	0.0767920161473209	0.0818458847472487	0.0868064755164285	0.0916226318967017	0.0962447907235106	0.100626118249985	0.104723502494194	0.108498368567638	0.111917298239469	0.114952449019767	0.117581780214335	0.11978910287794	0.121563977016941	0.122901482830592	0.123801893609275	0.124270276688985	0.124316046222646	0.123952488071919	0.12319627336144	0.122066973564412	0.119986391268625	0.115471507808968	0.110781558401607	0.105951236938776	0.101015807703068	0.0960105638425326	0.0909702902117113	0.0859287457666715	0.0809181801237093	0.0759688975883937	0.071108880001108	0.0663634772465646	0.0617551713984262	0.0573034174029871	0.0530245601430309	0.0489318248501005	0.0450353753104878	0.0413424322593943	0.0378574428559827	0.0345822912094561
GSKIP	0.13643173550383	0.143594616509314	0.152486436354405	0.161236206381975	0.169766386010995	0.178002264387228	0.18587352141665	0.193315551500026	0.20027051139878	0.206688075633658	0.212525903007685	0.217749834523125	0.222333855128492	0.226259859106869	0.229517261820615	0.232102499695415	0.234018456713047	0.235273850286364	0.235882603126492	0.235863221331022	0.23523819297505	0.232868562221249	0.225809558933944	0.218393730356527	0.21066759152876	0.202680067616909	0.194481788123664	0.186124340838045	0.177659506368409	0.169138495304348	0.160611210167794	0.152125553309059	0.143726799836323	0.135457051676457	0.127354785159725	0.119454500357406	0.111786476059181	0.104376630031983	0.0972464803015338	0.0904131998427355	0.0838897543964459
GDI1	0.0129231478320055	0.0136712536274117	0.0146004401629649	0.0155139177763597	0.0164019487622509	0.0172550400184009	0.0180641660097139	0.0188209667596502	0.0195179138692738	0.0201484402746495	0.0207070321207696	0.0211892834997026	0.0215919166995364	0.0219127719555246	0.0221507714827285	0.022305862859186	0.0223789467174576	0.0223717933037753	0.0222869518895291	0.0221276563666935	0.0218977297032623	0.0214939722756779	0.0206520950541027	0.0197779948463673	0.0188784963059273	0.0179605041565261	0.0170308939533235	0.0160964049532952	0.0151635381498625	0.014238462348765	0.0133269308419011	0.0124342107907035	0.0115650268879558	0.0107235202615214	0.00991322295415948	0.00913704769981221	0.00839729215478445	0.00769565626225286	0.00703327105237248	0.00641073692024712	0.00582816928299718
PNPT1	0.0514946748137746	0.0547415013440785	0.0588256572149383	0.0629028340160711	0.0669341684231978	0.0708807446364754	0.0747044796193525	0.0783689420089962	0.0818400737793791	0.0850867931770343	0.0880814672325951	0.0908002512544604	0.0932233003793395	0.0953348640520954	0.0971232781048451	0.0985808710239054	0.0997038013258329	0.100491842093554	0.100948127052692	0.101078870466307	0.100893070898092	0.0999024750407957	0.0968458703174511	0.0935872883018797	0.0901529319952498	0.086570336383011	0.0828679207393555	0.0790745248237484	0.0752189423913122	0.071329465676098	0.0674334540709878	0.0635569391355954	0.0597242763806435	0.0559578521158348	0.0522778511547586	0.0487020885117202	0.0452459055727535	0.0419221287363725	0.038741086334258	0.0357106778593184	0.0328364882104354
ZNF714	0.0361311787544862	0.038328924807578	0.0410791091688324	0.0438074611094022	0.0464866727555822	0.0490897023074057	0.051590397528227	0.0539640630330174	0.0561879505218368	0.0582416581254263	0.0601074321429743	0.0617703709413052	0.063218536139511	0.0644429801473967	0.0654377016035043	0.0661995413868254	0.0667280318887283	0.0670252114170469	0.0670954142573463	0.0669450453015847	0.0665823464853428	0.0656885736093036	0.0634434200697074	0.0610787665436805	0.0586134309543813	0.0560668609436667	0.0534588202157185	0.0508090710389387	0.0481370620670234	0.0454616305126258	0.0428007271332727	0.0401711714973609	0.0375884436490018	0.0350665166723866	0.032617732876374	0.0302527244939417	0.0279803780326457	0.0258078398227134	0.0237405589700428	0.0217823628879111	0.0199355598817052
SLC9A7	0.161426437163871	0.171516674088344	0.184313314191743	0.197232242554521	0.210183952231286	0.223079207476607	0.235831040107634	0.248356541406972	0.260578383474578	0.272426028746167	0.283836611112099	0.294755494257506	0.305136530804188	0.314942058693309	0.324142678887877	0.332716861370889	0.34065042542665	0.347935936353896	0.354572055110647	0.360562870859169	0.365917239710695	0.368803320342063	0.364336037370094	0.359215117349896	0.353473595950095	0.347149176024369	0.340283739173747	0.332922776306944	0.325114750712257	0.316910410023914	0.30836206561416	0.299522859212375	0.290446036852927	0.281184249568209	0.271788898632675	0.262309540756942	0.252793365611817	0.243284754648714	0.233824926606713	0.224451671580322	0.215199172261984
