gene	gene_name	transcript_id	pvalue	fdr	sait_p_interaction	sait_adj_p_interaction	q_value
ENSG00000071243.17	ING3	ENST00000431467.1	0.021	0.170333333333333	6.94757558735389e-12	4.86330291114772e-10	1.5
ENSG00000071243.17	ING3	ENST00000445699.5	0.247	0.52263768115942	6.94757558735389e-12	4.86330291114772e-10	1.5
ENSG00000071243.17	ING3	ENST00000875858.1	0.004	0.0584	6.94757558735389e-12	4.86330291114772e-10	1.5
ENSG00000181061.15	HIGD1A	ENST00000321331.12	0.564	0.762444444444444	2.65229424186339e-05	0.0013261471209317	1.5
ENSG00000181061.15	HIGD1A	ENST00000470543.1	0.009	0.0876	2.65229424186339e-05	0.0013261471209317	1.5
ENSG00000181061.15	HIGD1A	ENST00000884327.1	0.936	0.969191489361702	2.65229424186339e-05	0.0013261471209317	1.5
ENSG00000140274.15	DUOXA2	ENST00000323030.6	0.00109649122807018	0.0320175438596491	5.39703674561379e-12	3.83189608938579e-10	1.5
ENSG00000140274.15	DUOXA2	ENST00000350243.10	0.435	0.682903225806452	5.39703674561379e-12	3.83189608938579e-10	1.5
ENSG00000170271.12	FAXDC2	ENST00000326080.10	0.058	0.256606060606061	1.08494070092841e-06	6.50964420557045e-05	1.5
ENSG00000170271.12	FAXDC2	ENST00000517448.5	0.356	0.615885057471264	1.08494070092841e-06	6.50964420557045e-05	1.5
ENSG00000170271.12	FAXDC2	ENST00000519501.5	0.097	0.317955555555556	1.08494070092841e-06	6.50964420557045e-05	1.5
ENSG00000170271.12	FAXDC2	ENST00000522825.1	0.998	0.998	1.08494070092841e-06	6.50964420557045e-05	1.5
ENSG00000170271.12	FAXDC2	ENST00000524250.5	0.798	0.931619047619048	1.08494070092841e-06	6.50964420557045e-05	1.5
ENSG00000131652.15	THOC6	ENST00000326266.13	0.936	0.969191489361702	1.69018007698512e-10	1.14932245234988e-08	1.5
ENSG00000131652.15	THOC6	ENST00000574957.1	0.28	0.56	1.69018007698512e-10	1.14932245234988e-08	1.5
ENSG00000131652.15	THOC6	ENST00000915279.1	0.888	0.957928057553957	1.69018007698512e-10	1.14932245234988e-08	1.5
ENSG00000182253.15	SYNM	ENST00000328642.11	0.78	0.925853658536585	3.17686182061874e-09	2.06496018340218e-07	1.5
ENSG00000182253.15	SYNM	ENST00000336292.11	0.17	0.435438596491228	3.17686182061874e-09	2.06496018340218e-07	1.5
ENSG00000182934.13	SRPRA	ENST00000332118.11	0.873	0.957928057553957	6.60914160832452e-06	0.000382465475973376	1.5
ENSG00000182934.13	SRPRA	ENST00000528744.5	0.194	0.45625	6.60914160832452e-06	0.000382465475973376	1.5
ENSG00000182934.13	SRPRA	ENST00000531104.1	0.505	0.722843137254902	6.60914160832452e-06	0.000382465475973376	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000339360.9	0.347	0.615885057471264	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000380158.8	0.313	0.615885057471264	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000408927.8	0.107	0.339608695652174	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000453712.6	0.114	0.34675	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000505378.5	0.001	0.0320175438596491	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000510870.5	0.145	0.390218181818182	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000511379.5	0.133	0.380150943396226	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000138698.16	RAP1GDS1	ENST00000514139.2	0.742	0.925853658536585	6.85053006162536e-20	5.00088694498651e-18	1.5
ENSG00000028116.19	VRK2	ENST00000340157.9	0.991	0.997834482758621	2.27451382123379e-05	0.00116000204882923	1.5
ENSG00000028116.19	VRK2	ENST00000909273.1	0.839	0.957928057553957	2.27451382123379e-05	0.00116000204882923	1.5
ENSG00000028116.19	VRK2	ENST00000909274.1	0.53	0.744038461538462	2.27451382123379e-05	0.00116000204882923	1.5
ENSG00000028116.19	VRK2	ENST00000916219.1	0.043	0.232518518518519	2.27451382123379e-05	0.00116000204882923	1.5
ENSG00000028116.19	VRK2	ENST00000970468.1	0.04	0.232518518518519	2.27451382123379e-05	0.00116000204882923	1.5
ENSG00000107562.18	CXCL12	ENST00000343575.11	0.482	0.70372	4.63027061494089e-88	3.51900566735508e-86	1.5
ENSG00000107562.18	CXCL12	ENST00000374426.6	0.4	0.648888888888889	4.63027061494089e-88	3.51900566735508e-86	1.5
ENSG00000107562.18	CXCL12	ENST00000374429.6	0.025	0.1898	4.63027061494089e-88	3.51900566735508e-86	1.5
ENSG00000090989.19	EXOC1	ENST00000346134.11	0.036	0.225083333333333	1.24007516662222e-10	8.55651864969335e-09	1.5
ENSG00000090989.19	EXOC1	ENST00000381295.7	0.086	0.305904761904762	1.24007516662222e-10	8.55651864969335e-09	1.5
ENSG00000090989.19	EXOC1	ENST00000505501.1	0.469	0.70372	1.24007516662222e-10	8.55651864969335e-09	1.5
ENSG00000090989.19	EXOC1	ENST00000511971.5	0.895	0.957928057553957	1.24007516662222e-10	8.55651864969335e-09	1.5
ENSG00000090989.19	EXOC1	ENST00000892248.1	0.053	0.2555	1.24007516662222e-10	8.55651864969335e-09	1.5
ENSG00000174606.15	ANGEL2	ENST00000360506.6	0.841	0.957928057553957	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000366962.8	0.067	0.279485714285714	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000460337.5	0.136	0.380150943396226	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000473303.1	0.088	0.305904761904762	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000476904.5	0.55	0.750467289719626	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000481918.1	0.501	0.722843137254902	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000174606.15	ANGEL2	ENST00000498650.1	0.005	0.0663636363636364	9.61511333533214e-05	0.00442295213425278	1.5
ENSG00000163444.13	TMEM183A	ENST00000367242.4	0.199	0.45625	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000463015.1	0.912	0.957928057553957	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000468449.5	0.004	0.0584	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000881137.1	0.367	0.615885057471264	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000881142.1	0.547	0.750467289719626	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000881143.1	0.912	0.957928057553957	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000163444.13	TMEM183A	ENST00000912608.1	0.069	0.279833333333333	1.04823368571226e-07	6.70869558855849e-06	1.5
ENSG00000196591.13	HDAC2	ENST00000368632.6	0.365	0.615885057471264	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000196591.13	HDAC2	ENST00000425835.6	0.353	0.615885057471264	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000196591.13	HDAC2	ENST00000519108.5	0.085	0.305904761904762	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000196591.13	HDAC2	ENST00000520746.1	0.014	0.12775	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000196591.13	HDAC2	ENST00000521233.1	0.231	0.503373134328358	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000196591.13	HDAC2	ENST00000916849.1	0.051	0.2555	2.64336906751778e-10	1.77105727523691e-08	1.5
ENSG00000057663.17	ATG5	ENST00000369070.5	0.989	0.997834482758621	3.83411936208659e-06	0.000226213042363109	1.5
ENSG00000057663.17	ATG5	ENST00000369076.8	0.389	0.639775280898876	3.83411936208659e-06	0.000226213042363109	1.5
ENSG00000057663.17	ATG5	ENST00000476518.1	0.759	0.925853658536585	3.83411936208659e-06	0.000226213042363109	1.5
ENSG00000057663.17	ATG5	ENST00000646025.1	0.003	0.0584	3.83411936208659e-06	0.000226213042363109	1.5
ENSG00000057663.17	ATG5	ENST00000855920.1	0.241	0.517441176470588	3.83411936208659e-06	0.000226213042363109	1.5
ENSG00000126456.17	IRF3	ENST00000377139.8	0.364	0.615885057471264	1.95984669747031e-05	0.00103871874965927	1.5
ENSG00000126456.17	IRF3	ENST00000595240.5	0.055	0.2555	1.95984669747031e-05	0.00103871874965927	1.5
ENSG00000126456.17	IRF3	ENST00000597636.5	0.001	0.0320175438596491	1.95984669747031e-05	0.00103871874965927	1.5
ENSG00000126456.17	IRF3	ENST00000602190.1	0.69	0.899464285714286	1.95984669747031e-05	0.00103871874965927	1.5
ENSG00000126456.17	IRF3	ENST00000890747.1	0.267	0.541416666666667	1.95984669747031e-05	0.00103871874965927	1.5
ENSG00000204991.12	SPIRE2	ENST00000378247.8	0.779	0.925853658536585	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000204991.12	SPIRE2	ENST00000561883.1	0.037	0.225083333333333	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000204991.12	SPIRE2	ENST00000562029.5	0.732	0.921310344827586	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000204991.12	SPIRE2	ENST00000563972.1	0.318	0.615885057471264	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000204991.12	SPIRE2	ENST00000566337.5	0.222	0.491090909090909	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000204991.12	SPIRE2	ENST00000569108.5	0.345	0.615885057471264	2.06938784747408e-05	0.00107608168068652	1.5
ENSG00000169093.17	ASMTL	ENST00000381317.9	0.043	0.232518518518519	0.000104103601813984	0.00468466208162928	1.5
ENSG00000169093.17	ASMTL	ENST00000474865.6	0.187	0.455033333333333	0.000104103601813984	0.00468466208162928	1.5
ENSG00000205707.12	ETFRF1	ENST00000381356.9	0.536	0.745295238095238	6.60803191287486e-06	0.000382465475973376	1.5
ENSG00000205707.12	ETFRF1	ENST00000555151.5	0.258	0.538114285714286	6.60803191287486e-06	0.000382465475973376	1.5
ENSG00000205707.12	ETFRF1	ENST00000557540.7	0.218	0.489661538461538	6.60803191287486e-06	0.000382465475973376	1.5
ENSG00000100744.16	GSKIP	ENST00000438650.5	0.9	0.957928057553957	1.39784308687446e-18	1.00644702254961e-16	1.5
ENSG00000100744.16	GSKIP	ENST00000554182.5	0.779	0.925853658536585	1.39784308687446e-18	1.00644702254961e-16	1.5
ENSG00000100744.16	GSKIP	ENST00000555181.6	0.088	0.305904761904762	1.39784308687446e-18	1.00644702254961e-16	1.5
ENSG00000138035.16	PNPT1	ENST00000447944.7	0.15	0.391071428571429	4.835569485359e-05	0.00232107335297232	1.5
ENSG00000138035.16	PNPT1	ENST00000867136.1	0.001	0.0320175438596491	4.835569485359e-05	0.00232107335297232	1.5
ENSG00000138035.16	PNPT1	ENST00000917024.1	0.035	0.225083333333333	4.835569485359e-05	0.00232107335297232	1.5
ENSG00000138035.16	PNPT1	ENST00000917025.1	0.026	0.1898	4.835569485359e-05	0.00232107335297232	1.5
ENSG00000138035.16	PNPT1	ENST00000949804.1	0.119	0.354571428571429	4.835569485359e-05	0.00232107335297232	1.5
ENSG00000171914.18	TLN2	ENST00000467297.1	0.953	0.972993006993007	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000472902.1	0.796	0.931619047619048	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000474847.2	0.173	0.43548275862069	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000489129.5	0.717	0.910278260869565	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000559908.1	0.804	0.931619047619048	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000561311.5	0.138	0.380150943396226	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000636159.2	0.006	0.0673846153846154	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000964496.1	0.329	0.615885057471264	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000171914.18	TLN2	ENST00000964498.1	0.006	0.0673846153846154	6.84690191628913e-05	0.00321804390065589	1.5
ENSG00000174780.18	SRP72	ENST00000504757.2	0.887	0.957928057553957	1.12541704064407e-09	7.42775246825084e-08	1.5
ENSG00000174780.18	SRP72	ENST00000505314.2	0.482	0.70372	1.12541704064407e-09	7.42775246825084e-08	1.5
ENSG00000174780.18	SRP72	ENST00000642900.1	0.473	0.70372	1.12541704064407e-09	7.42775246825084e-08	1.5
ENSG00000174780.18	SRP72	ENST00000646537.1	0.009	0.0876	1.12541704064407e-09	7.42775246825084e-08	1.5
ENSG00000174780.18	SRP72	ENST00000646579.1	0.69	0.899464285714286	1.12541704064407e-09	7.42775246825084e-08	1.5
ENSG00000154096.15	THY1	ENST00000524970.5	0.716	0.910278260869565	3.80314117520201e-32	2.8523558814015e-30	1.5
ENSG00000154096.15	THY1	ENST00000900758.1	0.771	0.925853658536585	3.80314117520201e-32	2.8523558814015e-30	1.5
ENSG00000154096.15	THY1	ENST00000956364.1	0.193	0.45625	3.80314117520201e-32	2.8523558814015e-30	1.5
ENSG00000149328.17	GLB1L2	ENST00000529077.5	0.2	0.45625	6.59423234436854e-06	0.000382465475973376	1.5
ENSG00000149328.17	GLB1L2	ENST00000531081.5	0.44	0.683404255319149	6.59423234436854e-06	0.000382465475973376	1.5
ENSG00000149328.17	GLB1L2	ENST00000535456.7	0.875	0.957928057553957	6.59423234436854e-06	0.000382465475973376	1.5
ENSG00000247092.10	SNHG10	ENST00000554169.4	0.124	0.36208	6.16740323403537e-07	3.82379000510193e-05	1.5
ENSG00000247092.10	SNHG10	ENST00000660378.4	0.39	0.639775280898876	6.16740323403537e-07	3.82379000510193e-05	1.5
ENSG00000247092.10	SNHG10	ENST00000667668.2	0.334	0.615885057471264	6.16740323403537e-07	3.82379000510193e-05	1.5
ENSG00000247092.10	SNHG10	ENST00000685307.3	0.896	0.957928057553957	6.16740323403537e-07	3.82379000510193e-05	1.5
ENSG00000068305.20	MEF2A	ENST00000559036.5	0.354	0.615885057471264	1.32290628863472e-23	9.7895065358969e-22	1.5
ENSG00000068305.20	MEF2A	ENST00000889128.1	0.689	0.899464285714286	1.32290628863472e-23	9.7895065358969e-22	1.5
ENSG00000068305.20	MEF2A	ENST00000889134.1	0.001	0.0320175438596491	1.32290628863472e-23	9.7895065358969e-22	1.5
ENSG00000068305.20	MEF2A	ENST00000889162.1	0.003	0.0584	1.32290628863472e-23	9.7895065358969e-22	1.5
ENSG00000068305.20	MEF2A	ENST00000928335.1	0.052	0.2555	1.32290628863472e-23	9.7895065358969e-22	1.5
ENSG00000274322.1	ENSG00000274322	ENST00000617804.1	0.349	0.615885057471264	3.42041780909896e-05	0.00167600472645849	1.5
ENSG00000274322.1	ENSG00000274322	ENST00000618770.1	0.11	0.341702127659574	3.42041780909896e-05	0.00167600472645849	1.5
ENSG00000128274.18	A4GALT	ENST00000642412.2	0.778	0.925853658536585	0.00096997777109349	0.0426790219281135	1.5
ENSG00000128274.18	A4GALT	ENST00000868274.1	0.074	0.292	0.00096997777109349	0.0426790219281135	1.5
ENSG00000128274.18	A4GALT	ENST00000912638.1	0.056	0.2555	0.00096997777109349	0.0426790219281135	1.5
ENSG00000128274.18	A4GALT	ENST00000959693.1	0.263	0.540816901408451	0.00096997777109349	0.0426790219281135	1.5
ENSG00000122912.16	SLC25A16	ENST00000265870.7	0.104	0.340666666666667	7.96281487249106e-06	0.000437954817987008	2
ENSG00000122912.16	SLC25A16	ENST00000493963.5	0.024	0.1752	7.96281487249106e-06	0.000437954817987008	2
ENSG00000122912.16	SLC25A16	ENST00000609923.6	0.404	0.685860465116279	7.96281487249106e-06	0.000437954817987008	2
ENSG00000122912.16	SLC25A16	ENST00000873655.1	0.003	0.05475	7.96281487249106e-06	0.000437954817987008	2
ENSG00000122912.16	SLC25A16	ENST00000966724.1	0.393	0.683071428571429	7.96281487249106e-06	0.000437954817987008	2
ENSG00000122912.16	SLC25A16	ENST00000966726.1	0.059	0.277870967741935	7.96281487249106e-06	0.000437954817987008	2
ENSG00000153560.13	UBP1	ENST00000283629.8	0.668	0.878539130434782	9.04299189485309e-07	5.51622505586039e-05	2
ENSG00000153560.13	UBP1	ENST00000447368.6	0.686	0.878539130434782	9.04299189485309e-07	5.51622505586039e-05	2
ENSG00000153560.13	UBP1	ENST00000490112.1	0.425	0.698831460674157	9.04299189485309e-07	5.51622505586039e-05	2
ENSG00000153560.13	UBP1	ENST00000492136.1	0.468	0.714791666666667	9.04299189485309e-07	5.51622505586039e-05	2
ENSG00000166582.12	CENPV	ENST00000299736.5	0.782	0.896372093023256	2.53830249783151e-07	1.59913057363385e-05	2
ENSG00000166582.12	CENPV	ENST00000472570.2	0.181	0.433213114754098	2.53830249783151e-07	1.59913057363385e-05	2
ENSG00000166582.12	CENPV	ENST00000476243.5	0.152	0.404107142857143	2.53830249783151e-07	1.59913057363385e-05	2
ENSG00000166582.12	CENPV	ENST00000582062.1	0.046	0.258307692307692	2.53830249783151e-07	1.59913057363385e-05	2
ENSG00000166582.12	CENPV	ENST00000631687.2	0.77	0.896372093023256	2.53830249783151e-07	1.59913057363385e-05	2
ENSG00000073067.14	CYP2W1	ENST00000308919.12	0.51431718061674	0.729032120097515	1.76101182092036e-05	0.000950946383296993	2
ENSG00000073067.14	CYP2W1	ENST00000468456.1	0.778	0.896372093023256	1.76101182092036e-05	0.000950946383296993	2
ENSG00000071243.17	ING3	ENST00000315870.10	0.204	0.446716417910448	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000071243.17	ING3	ENST00000339121.9	0.155	0.404107142857143	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000071243.17	ING3	ENST00000427726.5	0.02	0.162222222222222	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000071243.17	ING3	ENST00000431467.1	0.124	0.36208	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000071243.17	ING3	ENST00000445699.5	0.186	0.438	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000071243.17	ING3	ENST00000875858.1	0.015	0.128823529411765	6.94757558735389e-12	4.86330291114772e-10	2
ENSG00000181061.15	HIGD1A	ENST00000321331.12	0.425	0.698831460674157	2.65229424186339e-05	0.0013261471209317	2
ENSG00000181061.15	HIGD1A	ENST00000470543.1	0.001	0.0365	2.65229424186339e-05	0.0013261471209317	2
ENSG00000181061.15	HIGD1A	ENST00000884327.1	0.715	0.896372093023256	2.65229424186339e-05	0.0013261471209317	2
ENSG00000140274.15	DUOXA2	ENST00000323030.6	0.00224719101123596	0.0546816479400749	5.39703674561379e-12	3.83189608938579e-10	2
ENSG00000140274.15	DUOXA2	ENST00000350243.10	0.505	0.727137254901961	5.39703674561379e-12	3.83189608938579e-10	2
ENSG00000170271.12	FAXDC2	ENST00000326080.10	0.066	0.283411764705882	1.08494070092841e-06	6.50964420557045e-05	2
ENSG00000170271.12	FAXDC2	ENST00000517448.5	0.508	0.727137254901961	1.08494070092841e-06	6.50964420557045e-05	2
ENSG00000170271.12	FAXDC2	ENST00000519501.5	0.151	0.404107142857143	1.08494070092841e-06	6.50964420557045e-05	2
ENSG00000170271.12	FAXDC2	ENST00000522825.1	0.982	0.982	1.08494070092841e-06	6.50964420557045e-05	2
ENSG00000170271.12	FAXDC2	ENST00000524250.5	0.852	0.928298507462687	1.08494070092841e-06	6.50964420557045e-05	2
ENSG00000131652.15	THOC6	ENST00000326266.13	0.911	0.936237762237762	1.69018007698512e-10	1.14932245234988e-08	2
ENSG00000131652.15	THOC6	ENST00000574957.1	0.204	0.446716417910448	1.69018007698512e-10	1.14932245234988e-08	2
ENSG00000131652.15	THOC6	ENST00000915279.1	0.872	0.936117647058823	1.69018007698512e-10	1.14932245234988e-08	2
ENSG00000182253.15	SYNM	ENST00000328642.11	0.756	0.896372093023256	3.17686182061874e-09	2.06496018340218e-07	2
ENSG00000182253.15	SYNM	ENST00000336292.11	0.147147147147147	0.404107142857143	3.17686182061874e-09	2.06496018340218e-07	2
ENSG00000182934.13	SRPRA	ENST00000332118.11	0.871	0.936117647058823	6.60914160832452e-06	0.000382465475973376	2
ENSG00000182934.13	SRPRA	ENST00000528744.5	0.194	0.4425625	6.60914160832452e-06	0.000382465475973376	2
ENSG00000182934.13	SRPRA	ENST00000531104.1	0.355	0.645283950617284	6.60914160832452e-06	0.000382465475973376	2
ENSG00000138698.16	RAP1GDS1	ENST00000339360.9	0.337	0.622810126582279	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000380158.8	0.47	0.714791666666667	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000408927.8	0.054	0.267666666666667	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000453712.6	0.263	0.533305555555556	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000505378.5	0.014	0.12775	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000510870.5	0.138	0.395058823529412	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000511379.5	0.096	0.329348837209302	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000138698.16	RAP1GDS1	ENST00000514139.2	0.493	0.71978	6.85053006162536e-20	5.00088694498651e-18	2
ENSG00000028116.19	VRK2	ENST00000340157.9	0.727	0.896372093023256	2.27451382123379e-05	0.00116000204882923	2
ENSG00000028116.19	VRK2	ENST00000909273.1	0.84	0.922105263157895	2.27451382123379e-05	0.00116000204882923	2
ENSG00000028116.19	VRK2	ENST00000909274.1	0.692	0.878539130434782	2.27451382123379e-05	0.00116000204882923	2
ENSG00000028116.19	VRK2	ENST00000916219.1	0.045	0.258307692307692	2.27451382123379e-05	0.00116000204882923	2
ENSG00000028116.19	VRK2	ENST00000970468.1	0.038	0.231166666666667	2.27451382123379e-05	0.00116000204882923	2
ENSG00000107562.18	CXCL12	ENST00000343575.11	0.39	0.683071428571429	4.63027061494089e-88	3.51900566735508e-86	2
ENSG00000107562.18	CXCL12	ENST00000374426.6	0.306	0.587842105263158	4.63027061494089e-88	3.51900566735508e-86	2
ENSG00000107562.18	CXCL12	ENST00000374429.6	0.074	0.29574358974359	4.63027061494089e-88	3.51900566735508e-86	2
ENSG00000090989.19	EXOC1	ENST00000346134.11	0.054	0.267666666666667	1.24007516662222e-10	8.55651864969335e-09	2
ENSG00000090989.19	EXOC1	ENST00000381295.7	0.069	0.287828571428571	1.24007516662222e-10	8.55651864969335e-09	2
ENSG00000090989.19	EXOC1	ENST00000505501.1	0.455	0.706702127659574	1.24007516662222e-10	8.55651864969335e-09	2
ENSG00000090989.19	EXOC1	ENST00000511971.5	0.899	0.936237762237762	1.24007516662222e-10	8.55651864969335e-09	2
ENSG00000090989.19	EXOC1	ENST00000892248.1	0.035	0.222173913043478	1.24007516662222e-10	8.55651864969335e-09	2
ENSG00000174606.15	ANGEL2	ENST00000360506.6	0.755	0.896372093023256	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000366962.8	0.088	0.3212	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000460337.5	0.122	0.36208	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000473303.1	0.094	0.329348837209302	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000476904.5	0.45	0.706702127659574	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000481918.1	0.481	0.716727272727273	9.61511333533214e-05	0.00442295213425278	2
ENSG00000174606.15	ANGEL2	ENST00000498650.1	0.004	0.0584	9.61511333533214e-05	0.00442295213425278	2
ENSG00000163444.13	TMEM183A	ENST00000367242.4	0.159	0.407263157894737	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000463015.1	0.909	0.936237762237762	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000468449.5	0.009	0.101076923076923	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000881137.1	0.485	0.716727272727273	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000881142.1	0.682	0.878539130434782	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000881143.1	0.686	0.878539130434782	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000163444.13	TMEM183A	ENST00000912608.1	0.097	0.329348837209302	1.04823368571226e-07	6.70869558855849e-06	2
ENSG00000196591.13	HDAC2	ENST00000368632.6	0.486	0.716727272727273	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000196591.13	HDAC2	ENST00000425835.6	0.226	0.485235294117647	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000196591.13	HDAC2	ENST00000519108.5	0.077	0.29574358974359	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000196591.13	HDAC2	ENST00000520746.1	0.009	0.101076923076923	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000196591.13	HDAC2	ENST00000521233.1	0.193	0.4425625	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000196591.13	HDAC2	ENST00000916849.1	0.061	0.2783125	2.64336906751778e-10	1.77105727523691e-08	2
ENSG00000057663.17	ATG5	ENST00000369070.5	0.686	0.878539130434782	3.83411936208659e-06	0.000226213042363109	2
ENSG00000057663.17	ATG5	ENST00000369076.8	0.962	0.975361111111111	3.83411936208659e-06	0.000226213042363109	2
ENSG00000057663.17	ATG5	ENST00000476518.1	0.8	0.898461538461539	3.83411936208659e-06	0.000226213042363109	2
ENSG00000057663.17	ATG5	ENST00000646025.1	0.003	0.05475	3.83411936208659e-06	0.000226213042363109	2
ENSG00000057663.17	ATG5	ENST00000855920.1	0.113	0.351021276595745	3.83411936208659e-06	0.000226213042363109	2
ENSG00000126456.17	IRF3	ENST00000377139.8	0.524	0.734171428571429	1.95984669747031e-05	0.00103871874965927	2
ENSG00000126456.17	IRF3	ENST00000595240.5	0.066	0.283411764705882	1.95984669747031e-05	0.00103871874965927	2
ENSG00000126456.17	IRF3	ENST00000597636.5	0.004	0.0584	1.95984669747031e-05	0.00103871874965927	2
ENSG00000126456.17	IRF3	ENST00000602190.1	0.439	0.706702127659574	1.95984669747031e-05	0.00103871874965927	2
ENSG00000126456.17	IRF3	ENST00000890747.1	0.263	0.533305555555556	1.95984669747031e-05	0.00103871874965927	2
ENSG00000204991.12	SPIRE2	ENST00000378247.8	0.739	0.896372093023256	2.06938784747408e-05	0.00107608168068652	2
ENSG00000204991.12	SPIRE2	ENST00000561883.1	0.033	0.219	2.06938784747408e-05	0.00107608168068652	2
ENSG00000204991.12	SPIRE2	ENST00000562029.5	0.731	0.896372093023256	2.06938784747408e-05	0.00107608168068652	2
ENSG00000204991.12	SPIRE2	ENST00000563972.1	0.278	0.547013333333333	2.06938784747408e-05	0.00107608168068652	2
