	gene	sample	q_value	diversity
47834	RAP1GDS1	SRR14800490	q_1.950	0.832623519656494
47835	ZNF493	SRR14800490	q_1.950	0.958862257285067
47836	VRK2	SRR14800490	q_1.950	0.852694511888342
47837	PMEPA1	SRR14800490	q_1.950	0.0993205703816721
47838	CXCL12	SRR14800490	q_1.950	0.555435736236301
47839	EXOC1	SRR14800490	q_1.950	0.813366420630483
47840	FAM114A2	SRR14800490	q_1.950	0.831031853402614
47841	ANGEL2	SRR14800490	q_1.950	0.943123058375086
47842	TMEM183A	SRR14800490	q_1.950	0.931790607336094
47843	HDAC2	SRR14800490	q_1.950	0.764910131797947
47844	ATG5	SRR14800490	q_1.950	0.778821534104292
47845	SH3PXD2A	SRR14800490	q_1.950	0.381061228183137
47846	IFIT3	SRR14800490	q_1.950	0.683117745450851
47847	PBX2	SRR14800490	q_1.950	0.574004433274502
47848	IRF3	SRR14800490	q_1.950	0.674567629453102
47849	SPIRE2	SRR14800490	q_1.950	0.930669464642253
47850	CYBB	SRR14800490	q_1.950	0.48027051657801
47851	ASMTL	SRR14800490	q_1.950	0.308548902620397
47852	ETFRF1	SRR14800490	q_1.950	0.377795440313432
47853	PDE7A	SRR14800490	q_1.950	0.840067424954299
47854	CDH24	SRR14800490	q_1.950	0.503730649014081
47855	RELCH	SRR14800490	q_1.950	0.895820393465166
47856	ZFP90	SRR14800490	q_1.950	0.947346000125893
47857	SAR1B	SRR14800490	q_1.950	0.605215277419185
47858	PPP1R2	SRR14800490	q_1.950	0.495182637160064
47859	ENSG00000254706	SRR14800490	q_1.950	0.307126826798769
47860	GSKIP	SRR14800490	q_1.950	0
47861	GDI1	SRR14800490	q_1.950	0.395505383650873
47862	PNPT1	SRR14800490	q_1.950	0.718195008817047
47863	ZNF714	SRR14800490	q_1.950	0.453246951827017
47864	SLC9A7	SRR14800490	q_1.950	0.223622729498396
47865	DNAJC24	SRR14800490	q_1.950	0.585587501294781
47866	TLN2	SRR14800490	q_1.950	0.932720542660153
47867	SRP72	SRR14800490	q_1.950	0.886329726158887
47868	NSA2	SRR14800490	q_1.950	0.331135452686919
47869	THY1	SRR14800490	q_1.950	0.315671481988677
47870	PICALM	SRR14800490	q_1.950	0.945859842936055
47871	GLB1L2	SRR14800490	q_1.950	0.647991133711085
47872	SNHG10	SRR14800490	q_1.950	0.842284412354793
47873	MEF2A	SRR14800490	q_1.950	0.706091371601199
47874	GIPR	SRR14800490	q_1.950	NA
47875	LINC02362	SRR14800490	q_1.950	0.900877066137933
47876	ENSG00000274322	SRR14800490	q_1.950	0.758191147098622
47877	ENSG00000291072	SRR14800490	q_1.950	0.720012327460279
47878	A4GALT	SRR14800490	q_1.950	0.767878829375595
47879	EPB41L4A-AS1	SRR14800490	q_1.950	0.881264506169443
47880	NCF1C	SRR14800490	q_1.950	0.608512176173934
47881	FOXJ2	SRR14800489	q_1.950	0.757951644841061
47882	TMEM38A	SRR14800489	q_1.950	0.957276379200379
47883	CCNE1	SRR14800489	q_1.950	0.310328379442515
47884	MCOLN1	SRR14800489	q_1.950	0.415200385214743
47885	FBXO3	SRR14800489	q_1.950	0.971848148974833
47886	SLC25A16	SRR14800489	q_1.950	0.850304833052619
47887	ZNF710	SRR14800489	q_1.950	0.925306020349081
47888	TM7SF2	SRR14800489	q_1.950	0.311399197583413
47889	UBP1	SRR14800489	q_1.950	0.744476886391324
47890	SPICE1	SRR14800489	q_1.950	0.747283226165268
47891	NPY1R	SRR14800489	q_1.950	0.64167379026103
47892	CENPV	SRR14800489	q_1.950	0.916948522991966
47893	METTL26	SRR14800489	q_1.950	0.80524450508368
47894	MCC	SRR14800489	q_1.950	0.418628013557037
47895	REG3A	SRR14800489	q_1.950	NA
47896	USP38	SRR14800489	q_1.950	0.954232575255354
47897	CYP2W1	SRR14800489	q_1.950	0
47898	NFKBIB	SRR14800489	q_1.950	0.631642170391557
47899	ING3	SRR14800489	q_1.950	0.967532822785541
47900	HIGD1A	SRR14800489	q_1.950	0.844356397981243
47901	DUOXA2	SRR14800489	q_1.950	0.948326167897822
47902	CCDC149	SRR14800489	q_1.950	0.960386986727721
47903	FAXDC2	SRR14800489	q_1.950	0.84573777177052
47904	THOC6	SRR14800489	q_1.950	0.350138227447623
47905	POLR2J4	SRR14800489	q_1.950	0.923157512624722
47906	SYNM	SRR14800489	q_1.950	0.960853216971643
47907	SPNS2	SRR14800489	q_1.950	0
47908	SRPRA	SRR14800489	q_1.950	0.506339702263222
47909	LINC03040	SRR14800489	q_1.950	0
47910	RAP1GDS1	SRR14800489	q_1.950	0.955474738702925
47911	ZNF493	SRR14800489	q_1.950	0.96089007239517
47912	VRK2	SRR14800489	q_1.950	0.87195679059165
47913	PMEPA1	SRR14800489	q_1.950	0.568583459341943
47914	CXCL12	SRR14800489	q_1.950	0.522677379877972
47915	EXOC1	SRR14800489	q_1.950	0.973903326602822
47916	FAM114A2	SRR14800489	q_1.950	0.922578885697688
47917	ANGEL2	SRR14800489	q_1.950	0.916404051705083
47918	TMEM183A	SRR14800489	q_1.950	0.963053497915662
47919	HDAC2	SRR14800489	q_1.950	0.732271320698764
47920	ATG5	SRR14800489	q_1.950	0.827060922140402
47921	SH3PXD2A	SRR14800489	q_1.950	0.806644222546235
47922	IFIT3	SRR14800489	q_1.950	0.988333794933483
47923	PBX2	SRR14800489	q_1.950	0.730966067332729
47924	IRF3	SRR14800489	q_1.950	0.746087773026402
47925	SPIRE2	SRR14800489	q_1.950	0.91514865754385
47926	CYBB	SRR14800489	q_1.950	0.653806577898465
47927	ASMTL	SRR14800489	q_1.950	0.292512122175749
47928	ETFRF1	SRR14800489	q_1.950	0.46868728462041
47929	PDE7A	SRR14800489	q_1.950	0.830763964850835
47930	CDH24	SRR14800489	q_1.950	0.744487318220715
47931	RELCH	SRR14800489	q_1.950	0.923094003817446
47932	ZFP90	SRR14800489	q_1.950	0.83154869659172
47933	SAR1B	SRR14800489	q_1.950	0.769260292887318
47934	PPP1R2	SRR14800489	q_1.950	0.584982275198057
47935	ENSG00000254706	SRR14800489	q_1.950	0.966354004796885
47936	GSKIP	SRR14800489	q_1.950	0
47937	GDI1	SRR14800489	q_1.950	0.388133720506261
47938	PNPT1	SRR14800489	q_1.950	0.883623221349193
47939	ZNF714	SRR14800489	q_1.950	0.679493979709659
47940	SLC9A7	SRR14800489	q_1.950	0.468920141015277
47941	DNAJC24	SRR14800489	q_1.950	0.839112886340197
47942	TLN2	SRR14800489	q_1.950	0.948208721861917
47943	SRP72	SRR14800489	q_1.950	0.849941247533669
47944	NSA2	SRR14800489	q_1.950	0.42239409246224
47945	THY1	SRR14800489	q_1.950	0.559516451646708
47946	PICALM	SRR14800489	q_1.950	0.94242634204
47947	GLB1L2	SRR14800489	q_1.950	0.397922981847956
47948	SNHG10	SRR14800489	q_1.950	0.798299626079781
47949	MEF2A	SRR14800489	q_1.950	0.86385062289149
47950	GIPR	SRR14800489	q_1.950	0.949567854362282
47951	LINC02362	SRR14800489	q_1.950	0.983012309354219
47952	ENSG00000274322	SRR14800489	q_1.950	0.21885335429555
47953	ENSG00000291072	SRR14800489	q_1.950	0.96859340432462
47954	A4GALT	SRR14800489	q_1.950	0.376306814414577
47955	EPB41L4A-AS1	SRR14800489	q_1.950	0.6087796134304
47956	NCF1C	SRR14800489	q_1.950	0.881740729431637
47957	FOXJ2	SRR14800488	q_1.950	0.171926791102619
47958	TMEM38A	SRR14800488	q_1.950	0.84972975408674
47959	CCNE1	SRR14800488	q_1.950	0.643626450810494
47960	MCOLN1	SRR14800488	q_1.950	0.313418192307596
47961	FBXO3	SRR14800488	q_1.950	0.91383733558969
47962	SLC25A16	SRR14800488	q_1.950	0.955976170613707
47963	ZNF710	SRR14800488	q_1.950	0.889843605084958
47964	TM7SF2	SRR14800488	q_1.950	0.565595367335516
47965	UBP1	SRR14800488	q_1.950	0.799194630462875
47966	SPICE1	SRR14800488	q_1.950	0.865727578531097
47967	NPY1R	SRR14800488	q_1.950	0.539018880482658
47968	CENPV	SRR14800488	q_1.950	0.945829246410163
47969	METTL26	SRR14800488	q_1.950	0.794438115733864
47970	MCC	SRR14800488	q_1.950	0.561062476999643
47971	REG3A	SRR14800488	q_1.950	0
47972	USP38	SRR14800488	q_1.950	0.926375910171808
47973	CYP2W1	SRR14800488	q_1.950	0
47974	NFKBIB	SRR14800488	q_1.950	0.838781855851939
47975	ING3	SRR14800488	q_1.950	0.91706342440945
47976	HIGD1A	SRR14800488	q_1.950	0.41513444603834
47977	DUOXA2	SRR14800488	q_1.950	0
47978	CCDC149	SRR14800488	q_1.950	0.79530865686867
47979	FAXDC2	SRR14800488	q_1.950	0.675048150042498
47980	THOC6	SRR14800488	q_1.950	0.40091304216386
47981	POLR2J4	SRR14800488	q_1.950	0.954502743027424
47982	SYNM	SRR14800488	q_1.950	0
47983	SPNS2	SRR14800488	q_1.950	0
47984	SRPRA	SRR14800488	q_1.950	0.426355451907036
47985	LINC03040	SRR14800488	q_1.950	0.609043833763134
47986	RAP1GDS1	SRR14800488	q_1.950	0.814880299809395
47987	ZNF493	SRR14800488	q_1.950	0.970822072806292
47988	VRK2	SRR14800488	q_1.950	0.92962400943842
47989	PMEPA1	SRR14800488	q_1.950	0.836577223335469
47990	CXCL12	SRR14800488	q_1.950	0.49174876681393
47991	EXOC1	SRR14800488	q_1.950	0.849047139686701
47992	FAM114A2	SRR14800488	q_1.950	0.903459032698374
47993	ANGEL2	SRR14800488	q_1.950	0.961029417262123
47994	TMEM183A	SRR14800488	q_1.950	0.813360120019647
47995	HDAC2	SRR14800488	q_1.950	0.902908602543816
47996	ATG5	SRR14800488	q_1.950	0.880545742524896
47997	SH3PXD2A	SRR14800488	q_1.950	0.712230748402671
47998	IFIT3	SRR14800488	q_1.950	0.987257441313706
47999	PBX2	SRR14800488	q_1.950	0.407919869489021
48000	IRF3	SRR14800488	q_1.950	0.880230376691017
48001	SPIRE2	SRR14800488	q_1.950	0.811294222167051
48002	CYBB	SRR14800488	q_1.950	0.69353101988343
48003	ASMTL	SRR14800488	q_1.950	0.0875395684686244
48004	ETFRF1	SRR14800488	q_1.950	0.525257140450841
48005	PDE7A	SRR14800488	q_1.950	0.805991198021261
48006	CDH24	SRR14800488	q_1.950	0.816737259553538
48007	RELCH	SRR14800488	q_1.950	0.872528663921726
48008	ZFP90	SRR14800488	q_1.950	0.778832646646054
48009	SAR1B	SRR14800488	q_1.950	0.650987354258257
48010	PPP1R2	SRR14800488	q_1.950	0.319676555342474
48011	ENSG00000254706	SRR14800488	q_1.950	0.792336752912262
48012	GSKIP	SRR14800488	q_1.950	0.755635346003852
48013	GDI1	SRR14800488	q_1.950	0.414346715405901
48014	PNPT1	SRR14800488	q_1.950	0.597491438012765
48015	ZNF714	SRR14800488	q_1.950	0.548573173843539
48016	SLC9A7	SRR14800488	q_1.950	0.243908937608583
48017	DNAJC24	SRR14800488	q_1.950	0.617030282597726
48018	TLN2	SRR14800488	q_1.950	0.957152582448931
48019	SRP72	SRR14800488	q_1.950	0.565074796204794
48020	NSA2	SRR14800488	q_1.950	0.902647866171052
48021	THY1	SRR14800488	q_1.950	0.754892788910477
48022	PICALM	SRR14800488	q_1.950	0.921644021126453
48023	GLB1L2	SRR14800488	q_1.950	0.398155476505237
48024	SNHG10	SRR14800488	q_1.950	0.7943466654288
48025	MEF2A	SRR14800488	q_1.950	0.679208397344022
48026	GIPR	SRR14800488	q_1.950	0.99481570219557
48027	LINC02362	SRR14800488	q_1.950	0.925400987316113
48028	ENSG00000274322	SRR14800488	q_1.950	0.316720316807965
48029	ENSG00000291072	SRR14800488	q_1.950	0.964171293825886
48030	A4GALT	SRR14800488	q_1.950	0.280343205566628
48031	EPB41L4A-AS1	SRR14800488	q_1.950	0.897922549790705
48032	NCF1C	SRR14800488	q_1.950	0
48033	FOXJ2	SRR14800479	q_1.950	0.299566784773356
48034	TMEM38A	SRR14800479	q_1.950	0.84723964395136
48035	CCNE1	SRR14800479	q_1.950	0.965145124309841
48036	MCOLN1	SRR14800479	q_1.950	0.758699588190538
48037	FBXO3	SRR14800479	q_1.950	0.854224658161618
48038	SLC25A16	SRR14800479	q_1.950	0.855520102748774
48039	ZNF710	SRR14800479	q_1.950	0.761794538420724
48040	TM7SF2	SRR14800479	q_1.950	0.52311421330585
48041	UBP1	SRR14800479	q_1.950	0.869879446965869
48042	SPICE1	SRR14800479	q_1.950	0.922397340372525
48043	NPY1R	SRR14800479	q_1.950	0
48044	CENPV	SRR14800479	q_1.950	0.958408856694845
48045	METTL26	SRR14800479	q_1.950	0.91258927916299
48046	MCC	SRR14800479	q_1.950	0.24800233367696
48047	REG3A	SRR14800479	q_1.950	0.975967068824626
48048	USP38	SRR14800479	q_1.950	0.878049105799733
48049	CYP2W1	SRR14800479	q_1.950	0.34068644309446
48050	NFKBIB	SRR14800479	q_1.950	0.823060990947182
48051	ING3	SRR14800479	q_1.950	0.973359305717216
48052	HIGD1A	SRR14800479	q_1.950	0.621039262043824
48053	DUOXA2	SRR14800479	q_1.950	0.801299788634753
48054	CCDC149	SRR14800479	q_1.950	0.880165674232704
48055	FAXDC2	SRR14800479	q_1.950	0.93465941255841
48056	THOC6	SRR14800479	q_1.950	0.42696414953918
48057	POLR2J4	SRR14800479	q_1.950	0.921752824774515
48058	SYNM	SRR14800479	q_1.950	0
48059	SPNS2	SRR14800479	q_1.950	0
48060	SRPRA	SRR14800479	q_1.950	0.49682800500037
48061	LINC03040	SRR14800479	q_1.950	0.958548424138571
48062	RAP1GDS1	SRR14800479	q_1.950	0.890619030705751
48063	ZNF493	SRR14800479	q_1.950	0.939246649677423
48064	VRK2	SRR14800479	q_1.950	0.92597078868995
48065	PMEPA1	SRR14800479	q_1.950	0.522103895731174
48066	CXCL12	SRR14800479	q_1.950	0.663117282980472
48067	EXOC1	SRR14800479	q_1.950	0.709773971815326
48068	FAM114A2	SRR14800479	q_1.950	0.930879263491917
48069	ANGEL2	SRR14800479	q_1.950	0.940739182934768
48070	TMEM183A	SRR14800479	q_1.950	0.804748434632275
48071	HDAC2	SRR14800479	q_1.950	0.870959598114951
48072	ATG5	SRR14800479	q_1.950	0.881337997782525
48073	SH3PXD2A	SRR14800479	q_1.950	0.794175976472581
48074	IFIT3	SRR14800479	q_1.950	0
48075	PBX2	SRR14800479	q_1.950	0.808741920570054
48076	IRF3	SRR14800479	q_1.950	0.843910561954096
48077	SPIRE2	SRR14800479	q_1.950	0.864149555534609
48078	CYBB	SRR14800479	q_1.950	0.596941510580164
48079	ASMTL	SRR14800479	q_1.950	0.38696575800667
48080	ETFRF1	SRR14800479	q_1.950	0.848890826111089
48081	PDE7A	SRR14800479	q_1.950	0.785421749135699
48082	CDH24	SRR14800479	q_1.950	0.740508559968135
48083	RELCH	SRR14800479	q_1.950	0.903248617502053
48084	ZFP90	SRR14800479	q_1.950	0.853617021400334
48085	SAR1B	SRR14800479	q_1.950	0.577274295834652
48086	PPP1R2	SRR14800479	q_1.950	0.206129733828003
48087	ENSG00000254706	SRR14800479	q_1.950	0
48088	GSKIP	SRR14800479	q_1.950	0.738292200264272
48089	GDI1	SRR14800479	q_1.950	0.596550593818033
48090	PNPT1	SRR14800479	q_1.950	0.807307433603518
48091	ZNF714	SRR14800479	q_1.950	0.90866517995059
48092	SLC9A7	SRR14800479	q_1.950	0
48093	DNAJC24	SRR14800479	q_1.950	0.76370978115682
48094	TLN2	SRR14800479	q_1.950	0.927677429666923
48095	SRP72	SRR14800479	q_1.950	0.520135558750352
48096	NSA2	SRR14800479	q_1.950	0.834454268144808
48097	THY1	SRR14800479	q_1.950	0.804782901510682
48098	PICALM	SRR14800479	q_1.950	0.931122659566486
48099	GLB1L2	SRR14800479	q_1.950	0.437940907937394
48100	SNHG10	SRR14800479	q_1.950	0.784911330615958
48101	MEF2A	SRR14800479	q_1.950	0.795227055544114
48102	GIPR	SRR14800479	q_1.950	0.914549066241201
48103	LINC02362	SRR14800479	q_1.950	0.835567702681226
48104	ENSG00000274322	SRR14800479	q_1.950	0.147087605529134
48105	ENSG00000291072	SRR14800479	q_1.950	0.917558467969442
48106	A4GALT	SRR14800479	q_1.950	0.108695333127347
48107	EPB41L4A-AS1	SRR14800479	q_1.950	0.709641518696566
48108	NCF1C	SRR14800479	q_1.950	0
48109	FOXJ2	SRR14800478	q_1.950	0.635117140804595
48110	TMEM38A	SRR14800478	q_1.950	0
48111	CCNE1	SRR14800478	q_1.950	0.807505290213127
48112	MCOLN1	SRR14800478	q_1.950	0.35223583312724
48113	FBXO3	SRR14800478	q_1.950	0.921266421899098
48114	SLC25A16	SRR14800478	q_1.950	0.95935050058352
48115	ZNF710	SRR14800478	q_1.950	0.970003298692354
48116	TM7SF2	SRR14800478	q_1.950	0.443421979970392
48117	UBP1	SRR14800478	q_1.950	0.702220004307125
48118	SPICE1	SRR14800478	q_1.950	0.888908726206418
48119	NPY1R	SRR14800478	q_1.950	0
48120	CENPV	SRR14800478	q_1.950	0.854017799785323
48121	METTL26	SRR14800478	q_1.950	0.916210826381835
48122	MCC	SRR14800478	q_1.950	0.443183933121598
48123	REG3A	SRR14800478	q_1.950	0.988416505031269
48124	USP38	SRR14800478	q_1.950	0.966780574196398
48125	CYP2W1	SRR14800478	q_1.950	0.986974355848002
48126	NFKBIB	SRR14800478	q_1.950	0.490483265227559
48127	ING3	SRR14800478	q_1.950	0.883026374498749
48128	HIGD1A	SRR14800478	q_1.950	0.355947011975782
48129	DUOXA2	SRR14800478	q_1.950	0.148296901329449
48130	CCDC149	SRR14800478	q_1.950	0.825351824095723
48131	FAXDC2	SRR14800478	q_1.950	0.861793524627108
48132	THOC6	SRR14800478	q_1.950	0.261124574176469
48133	POLR2J4	SRR14800478	q_1.950	0.944945057149757
48134	SYNM	SRR14800478	q_1.950	0.999940202328556
48135	SPNS2	SRR14800478	q_1.950	0.463286047062716
48136	SRPRA	SRR14800478	q_1.950	0.225560127993437
48137	LINC03040	SRR14800478	q_1.950	0.965449999822577
48138	RAP1GDS1	SRR14800478	q_1.950	0.907265237758268
48139	ZNF493	SRR14800478	q_1.950	0.952025986094041
48140	VRK2	SRR14800478	q_1.950	0.875341431237547
48141	PMEPA1	SRR14800478	q_1.950	0.823953259205232
48142	CXCL12	SRR14800478	q_1.950	0.796173221035931
48143	EXOC1	SRR14800478	q_1.950	0.778364712993998
48144	FAM114A2	SRR14800478	q_1.950	0.88049824101703
48145	ANGEL2	SRR14800478	q_1.950	0.929407267305732
48146	TMEM183A	SRR14800478	q_1.950	0.970448951774049
48147	HDAC2	SRR14800478	q_1.950	0.817791167545376
48148	ATG5	SRR14800478	q_1.950	0.872343218970493
48149	SH3PXD2A	SRR14800478	q_1.950	0.521618684011748
48150	IFIT3	SRR14800478	q_1.950	0.755683553984553
48151	PBX2	SRR14800478	q_1.950	0.931380221125128
48152	IRF3	SRR14800478	q_1.950	0.786702928697513
48153	SPIRE2	SRR14800478	q_1.950	0.860154350999113
48154	CYBB	SRR14800478	q_1.950	0.419584697064618
48155	ASMTL	SRR14800478	q_1.950	0
48156	ETFRF1	SRR14800478	q_1.950	0.615338722291636
48157	PDE7A	SRR14800478	q_1.950	0.954953760246573
48158	CDH24	SRR14800478	q_1.950	0.853143162145399
48159	RELCH	SRR14800478	q_1.950	0.891322178876779
48160	ZFP90	SRR14800478	q_1.950	0.824841009395251
48161	SAR1B	SRR14800478	q_1.950	0.782820253426441
48162	PPP1R2	SRR14800478	q_1.950	0.417740184782485
48163	ENSG00000254706	SRR14800478	q_1.950	0.754428223722587
48164	GSKIP	SRR14800478	q_1.950	0.63627265705677
48165	GDI1	SRR14800478	q_1.950	0.461577092432751
48166	PNPT1	SRR14800478	q_1.950	0.98096409313373
48167	ZNF714	SRR14800478	q_1.950	0.888941650025811
48168	SLC9A7	SRR14800478	q_1.950	0.34634417753582
48169	DNAJC24	SRR14800478	q_1.950	0.783601491201244
48170	TLN2	SRR14800478	q_1.950	0.797291047369269
48171	SRP72	SRR14800478	q_1.950	0.848701374616969
48172	NSA2	SRR14800478	q_1.950	0.395079468856797
48173	THY1	SRR14800478	q_1.950	0.743157301634262
48174	PICALM	SRR14800478	q_1.950	0.952045558192072
48175	GLB1L2	SRR14800478	q_1.950	0.237444356610094
48176	SNHG10	SRR14800478	q_1.950	0.837919666240218
48177	MEF2A	SRR14800478	q_1.950	0.813748804978505
48178	GIPR	SRR14800478	q_1.950	0.959065805911599
48179	LINC02362	SRR14800478	q_1.950	0.834939947622326
48180	ENSG00000274322	SRR14800478	q_1.950	0.24754132942273
48181	ENSG00000291072	SRR14800478	q_1.950	0.904435734449306
48182	A4GALT	SRR14800478	q_1.950	0.637168005255693
48183	EPB41L4A-AS1	SRR14800478	q_1.950	0.9361758912799
48184	NCF1C	SRR14800478	q_1.950	0
48185	FOXJ2	SRR14800487	q_1.950	0.725287597562857
48186	TMEM38A	SRR14800487	q_1.950	0.722794367916557
48187	CCNE1	SRR14800487	q_1.950	0.671152256793953
48188	MCOLN1	SRR14800487	q_1.950	0.459106430910365
48189	FBXO3	SRR14800487	q_1.950	0.96319290963192
48190	SLC25A16	SRR14800487	q_1.950	0.866172406066119
48191	ZNF710	SRR14800487	q_1.950	0.91877264805177
48192	TM7SF2	SRR14800487	q_1.950	0.229608202933001
48193	UBP1	SRR14800487	q_1.950	0.71856222765329
48194	SPICE1	SRR14800487	q_1.950	0.960443417222956
48195	NPY1R	SRR14800487	q_1.950	0.825639728432974
48196	CENPV	SRR14800487	q_1.950	0.812532840435736
48197	METTL26	SRR14800487	q_1.950	0.878846296324064
48198	MCC	SRR14800487	q_1.950	0.599100629699842
48199	REG3A	SRR14800487	q_1.950	0.999703645406791
48200	USP38	SRR14800487	q_1.950	0.967546080010299
48201	CYP2W1	SRR14800487	q_1.950	0
48202	NFKBIB	SRR14800487	q_1.950	0.341067144053821
48203	ING3	SRR14800487	q_1.950	0.958661870024245
48204	HIGD1A	SRR14800487	q_1.950	0.302401131620045
48205	DUOXA2	SRR14800487	q_1.950	0.587012372404447
48206	CCDC149	SRR14800487	q_1.950	0.801287618014211
48207	FAXDC2	SRR14800487	q_1.950	0.818518559757364
48208	THOC6	SRR14800487	q_1.950	0.106602258609537
48209	POLR2J4	SRR14800487	q_1.950	0.95775496152967
48210	SYNM	SRR14800487	q_1.950	0.995410394523197
48211	SPNS2	SRR14800487	q_1.950	0.253636488393164
48212	SRPRA	SRR14800487	q_1.950	0.19367761719563
48213	LINC03040	SRR14800487	q_1.950	0.892226454172796
48214	RAP1GDS1	SRR14800487	q_1.950	0.869634820826552
48215	ZNF493	SRR14800487	q_1.950	0.960942819337615
48216	VRK2	SRR14800487	q_1.950	0.801014548124329
48217	PMEPA1	SRR14800487	q_1.950	0.343654025219206
48218	CXCL12	SRR14800487	q_1.950	0.669057564421123
48219	EXOC1	SRR14800487	q_1.950	0.937935824976761
48220	FAM114A2	SRR14800487	q_1.950	0.871380432820725
48221	ANGEL2	SRR14800487	q_1.950	0.938824351710575
48222	TMEM183A	SRR14800487	q_1.950	0.905054004927524
48223	HDAC2	SRR14800487	q_1.950	0.840654991260675
48224	ATG5	SRR14800487	q_1.950	0.90438096960598
48225	SH3PXD2A	SRR14800487	q_1.950	0.690913243372595
48226	IFIT3	SRR14800487	q_1.950	0.833038745736374
48227	PBX2	SRR14800487	q_1.950	0.398704185935493
48228	IRF3	SRR14800487	q_1.950	0.680204952017543
48229	SPIRE2	SRR14800487	q_1.950	0.773126572854527
48230	CYBB	SRR14800487	q_1.950	0.543186713405365
48231	ASMTL	SRR14800487	q_1.950	0.20426289008145
48232	ETFRF1	SRR14800487	q_1.950	0.348302786775619
48233	PDE7A	SRR14800487	q_1.950	0.904186943465224
48234	CDH24	SRR14800487	q_1.950	0.657574579504777
48235	RELCH	SRR14800487	q_1.950	0.918148129586549
48236	ZFP90	SRR14800487	q_1.950	0.764073844553863
48237	SAR1B	SRR14800487	q_1.950	0.836832781068234
48238	PPP1R2	SRR14800487	q_1.950	0.435449532570329
48239	ENSG00000254706	SRR14800487	q_1.950	0.390989223290435
48240	GSKIP	SRR14800487	q_1.950	0.0328995029903959
48241	GDI1	SRR14800487	q_1.950	0.415190150208515
48242	PNPT1	SRR14800487	q_1.950	0.934488238426212
48243	ZNF714	SRR14800487	q_1.950	0.838812824280174
48244	SLC9A7	SRR14800487	q_1.950	0.726787551861728
48245	DNAJC24	SRR14800487	q_1.950	0.65375490425468
48246	TLN2	SRR14800487	q_1.950	0.861502326756801
48247	SRP72	SRR14800487	q_1.950	0.805749572162694
48248	NSA2	SRR14800487	q_1.950	0.163826644006442
48249	THY1	SRR14800487	q_1.950	0.474171714869882
48250	PICALM	SRR14800487	q_1.950	0.935019494960301
48251	GLB1L2	SRR14800487	q_1.950	0.343365937512478
48252	SNHG10	SRR14800487	q_1.950	0.857614511621142
48253	MEF2A	SRR14800487	q_1.950	0.866944707732021
48254	GIPR	SRR14800487	q_1.950	0.98505952027616
48255	LINC02362	SRR14800487	q_1.950	0.98882540060241
48256	ENSG00000274322	SRR14800487	q_1.950	0.201588527169042
48257	ENSG00000291072	SRR14800487	q_1.950	0.829806715434092
48258	A4GALT	SRR14800487	q_1.950	0.946568467779262
48259	EPB41L4A-AS1	SRR14800487	q_1.950	0.748268427604896
48260	NCF1C	SRR14800487	q_1.950	0.557436331628577
48261	FOXJ2	SRR14800486	q_1.950	0.107825771951072
48262	TMEM38A	SRR14800486	q_1.950	0.958268492278998
48263	CCNE1	SRR14800486	q_1.950	0.687079650310572
48264	MCOLN1	SRR14800486	q_1.950	0.359081535877111
48265	FBXO3	SRR14800486	q_1.950	0.958889332557642
48266	SLC25A16	SRR14800486	q_1.950	0.900363184310043
48267	ZNF710	SRR14800486	q_1.950	0.818688618480037
48268	TM7SF2	SRR14800486	q_1.950	0.251640641808469
48269	UBP1	SRR14800486	q_1.950	0.901296946106521
48270	SPICE1	SRR14800486	q_1.950	0.873198793908455
48271	NPY1R	SRR14800486	q_1.950	0.814358277657142
48272	CENPV	SRR14800486	q_1.950	0.876509949954222
48273	METTL26	SRR14800486	q_1.950	0.637108771821273
48274	MCC	SRR14800486	q_1.950	0.0419165898925244
48275	REG3A	SRR14800486	q_1.950	0.579818487693293
48276	USP38	SRR14800486	q_1.950	0.959408298712085
48277	CYP2W1	SRR14800486	q_1.950	0
48278	NFKBIB	SRR14800486	q_1.950	0.833481403574168
48279	ING3	SRR14800486	q_1.950	0.96909551103063
48280	HIGD1A	SRR14800486	q_1.950	0.365748785041545
48281	DUOXA2	SRR14800486	q_1.950	0.316327228883676
48282	CCDC149	SRR14800486	q_1.950	0.906398538563632
48283	FAXDC2	SRR14800486	q_1.950	0.88281637209527
48284	THOC6	SRR14800486	q_1.950	0.209739277980533
48285	POLR2J4	SRR14800486	q_1.950	0.940384160676931
48286	SYNM	SRR14800486	q_1.950	0.999799729754984
48287	SPNS2	SRR14800486	q_1.950	0
48288	SRPRA	SRR14800486	q_1.950	0.377493134435718
48289	LINC03040	SRR14800486	q_1.950	0.886000677096178
48290	RAP1GDS1	SRR14800486	q_1.950	0.921047025974018
48291	ZNF493	SRR14800486	q_1.950	0.915779126380229
48292	VRK2	SRR14800486	q_1.950	0.80773385609839
48293	PMEPA1	SRR14800486	q_1.950	0.51697165185453
48294	CXCL12	SRR14800486	q_1.950	0.814085921789628
48295	EXOC1	SRR14800486	q_1.950	0.8726604793445
48296	FAM114A2	SRR14800486	q_1.950	0.954873843018231
48297	ANGEL2	SRR14800486	q_1.950	0.906831718536114
48298	TMEM183A	SRR14800486	q_1.950	0.945171890242117
48299	HDAC2	SRR14800486	q_1.950	0.939453270675086
48300	ATG5	SRR14800486	q_1.950	0.92191589579067
48301	SH3PXD2A	SRR14800486	q_1.950	0.815318363329769
